CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,ts_dt,tx_id,LAST_SEC_EVENT_TS,LAST_SEC_EVENT_NAME,HOURS_SINCE_SEC_EVENT,IS_ATO_ALERT,LAST_LOGIN_TS,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,IS_LOGIN_DRIFT_ALERT,risk_score
821302,2019-10-07,12,8600000.0,Transfer,Outside_bank,2019-10-07 12:00:00,1192086,2019-10-07 10:00:00,MB_SET_PIN,2.0,1,2019-10-07 12:00:00,LOGIN,0.6666644444518518,3.0,1,4.0
416835,2019-11-05,17,1000000.0,Transfer,Outside_bank,2019-11-05 17:00:00,1218985,2019-11-05 12:00:00,CHANGE_PASSWORD,5.0,1,2019-11-05 16:00:00,LOGIN,0.5999988000024,5.0,1,4.0
679570,2019-11-21,9,1000000.0,Transfer,Within_bank,2019-11-21 09:00:00,1246362,2019-11-20 22:00:00,MB_SET_PIN,11.0,1,2019-11-21 09:00:00,LOGIN,0.6666644444518518,3.0,1,4.0
550481,2019-11-15,13,2400000.0,Transfer,Outside_bank,2019-11-15 13:00:00,1252949,2019-11-14 14:00:00,MB_SET_PIN,23.0,1,2019-11-15 13:00:00,LOGIN,0.5999988000024,5.0,1,4.0
764020,2019-11-19,17,30000000.0,Transfer,Outside_bank,2019-11-19 17:00:00,1258453,2019-11-19 14:00:00,MB_SET_PIN,3.0,1,2019-11-19 17:00:00,LOGIN,0.6666644444518518,3.0,1,4.0
51293,2019-09-10,14,6000000.0,Transfer,Outside_bank,2019-09-10 14:00:00,1264406,2019-09-10 14:00:00,MB_RESET_PIN,0.0,1,2019-09-10 14:00:00,LOGIN,0.5384611242606736,13.0,1,4.0
322901,2019-11-05,15,15300000.0,Transfer,Outside_bank,2019-11-05 15:00:00,1287455,2019-11-04 18:00:00,MB_SET_PIN,21.0,1,2019-11-05 15:00:00,LOGIN,0.6666644444518518,3.0,1,4.0
355381,2019-07-31,14,2000000.0,Transfer,Outside_bank,2019-07-31 14:00:00,1312087,2019-07-31 14:00:00,MB_CHANGE_PIN,0.0,1,2019-07-31 14:00:00,LOGIN,0.5999988000024,5.0,1,4.0
862796,2019-11-01,17,6000000.0,Transfer,Outside_bank,2019-11-01 17:00:00,1316129,2019-11-01 16:00:00,MB_RESET_PIN,1.0,1,2019-11-01 16:00:00,LOGIN,0.5454540495872277,11.0,1,4.0
55844,2019-07-25,13,150000000.0,Transfer,Outside_bank,2019-07-25 13:00:00,1352099,2019-07-25 11:00:00,MB_SET_PIN,2.0,1,2019-07-25 13:00:00,LOGIN,0.5999988000024,5.0,1,4.0
55844,2019-07-25,13,32680000.0,Payment,Credit_card_repayment,2019-07-25 13:00:00,1352115,2019-07-25 11:00:00,MB_SET_PIN,2.0,1,2019-07-25 13:00:00,LOGIN,0.5999988000024,5.0,1,4.0
827479,2019-10-15,15,5900000.0,Transfer,Outside_bank,2019-10-15 15:00:00,1363625,2019-10-15 15:00:00,CHANGE_PASSWORD,0.0,1,2019-10-15 15:00:00,LOGIN,0.5555549382722909,9.0,1,4.0
981949,2019-10-18,7,300000000.0,Transfer,Outside_bank,2019-10-18 07:00:00,1386705,2019-10-17 16:00:00,MB_SET_PIN,15.0,1,2019-10-18 07:00:00,LOGIN,0.5999988000024,5.0,1,4.0
357014,2019-12-06,16,60000000.0,Transfer,Within_bank,2019-12-06 16:00:00,1388826,2019-12-06 07:00:00,MB_SET_PIN,9.0,1,2019-12-06 16:00:00,LOGIN,0.5999988000024,5.0,1,4.0
68230,2019-11-08,8,9000000.0,Transfer,Outside_bank,2019-11-08 08:00:00,1396792,2019-11-07 16:00:00,MB_SET_PIN,16.0,1,2019-11-08 08:00:00,LOGIN,0.6666644444518518,3.0,1,4.0
469040,2019-11-22,9,2486800.0,Payment,Credit_card_repayment,2019-11-22 09:00:00,1398060,2019-11-22 09:00:00,CHANGE_PASSWORD,0.0,1,2019-11-22 09:00:00,LOGIN,0.5555549382722909,9.0,1,4.0
204112,2019-11-20,7,39000000.0,Payment,Credit_card_repayment,2019-11-20 07:00:00,1398322,2019-11-19 14:00:00,MB_SET_PIN,17.0,1,2019-11-20 07:00:00,LOGIN,0.5555549382722909,9.0,1,4.0
562130,2019-12-18,13,35000000.0,Transfer,Outside_bank,2019-12-18 13:00:00,1409268,2019-12-18 10:00:00,MB_SET_PIN,3.0,1,2019-12-18 13:00:00,LOGIN,0.5999988000024,5.0,1,4.0
859370,2019-09-18,16,2000000.0,Transfer,Outside_bank,2019-09-18 16:00:00,1411111,2019-09-18 16:00:00,MB_CHANGE_PIN,0.0,1,2019-09-18 16:00:00,LOGIN,0.5294114532873805,17.0,1,4.0
403233,2019-01-30,15,30000000.0,Transfer,Outside_bank,2019-01-30 15:00:00,1413513,2019-01-29 15:00:00,MB_SET_PIN,24.0,1,2019-01-30 15:00:00,LOGIN,0.571427755103207,7.0,1,4.0
202844,2019-03-14,10,90000000.0,Transfer,Within_bank,2019-03-14 10:00:00,4382,2019-03-14 10:00:00,MB_RESET_PIN,0.0,1,2019-03-14 10:00:00,LOGIN,0.0,34.0,0,2.0
106104,2019-01-11,12,49000000.0,Transfer,Outside_bank,2019-01-11 12:00:00,4389,2019-01-10 13:00:00,CHANGE_PASSWORD,23.0,1,2019-01-11 12:00:00,LOGIN,0.4799998080000768,25.0,0,2.0
364440,2019-01-09,22,30000000.0,Transfer,Outside_bank,2019-01-09 22:00:00,4410,2019-01-09 16:00:00,MB_SET_PIN,6.0,1,2019-01-09 22:00:00,LOGIN,0.0,2.0,0,2.0
364440,2019-01-10,8,50000000.0,Transfer,Outside_bank,2019-01-10 08:00:00,4412,2019-01-09 16:00:00,MB_SET_PIN,16.0,1,2019-01-10 08:00:00,LOGIN,0.0,3.0,0,2.0
364440,2019-01-09,17,5000000.0,Transfer,Within_bank,2019-01-09 17:00:00,4425,2019-01-09 16:00:00,MB_SET_PIN,1.0,1,2019-01-09 17:00:00,LOGIN,0.0,1.0,0,2.0
92610,2019-01-11,18,21455800.0,Transfer,Within_bank,2019-01-11 18:00:00,4517,2019-01-11 18:00:00,MB_SET_PIN,0.0,1,2019-01-11 18:00:00,LOGIN,0.0,0.0,0,2.0
92610,2019-01-12,10,50000000.0,Transfer,Outside_bank,2019-01-12 10:00:00,4553,2019-01-11 18:00:00,MB_SET_PIN,16.0,1,2019-01-12 10:00:00,LOGIN,0.0,3.0,0,2.0
73969,2019-12-18,8,1500000.0,Transfer,Outside_bank,2019-12-18 08:00:00,4571,2019-12-17 14:00:00,CHANGE_PASSWORD,18.0,1,2019-12-18 08:00:00,LOGIN,0.0,52.0,0,2.0
73969,2019-12-18,7,25000000.0,Transfer,VNDirect,2019-12-18 07:00:00,4572,2019-12-17 14:00:00,CHANGE_PASSWORD,17.0,1,2019-12-18 07:00:00,LOGIN,0.0,51.0,0,2.0
73969,2019-01-10,9,1000000.0,Transfer,VNDirect,2019-01-10 09:00:00,4576,2019-01-09 14:00:00,MB_SET_PIN,19.0,1,2019-01-10 09:00:00,LOGIN,0.0,5.0,0,2.0
73969,2019-01-10,7,1100000.0,Transfer,VNDirect,2019-01-10 07:00:00,4596,2019-01-09 14:00:00,MB_SET_PIN,17.0,1,2019-01-10 06:00:00,LOGIN,0.0,4.0,0,2.0
73969,2019-12-17,15,50000000.0,Transfer,VNDirect,2019-12-17 15:00:00,4601,2019-12-17 14:00:00,CHANGE_PASSWORD,1.0,1,2019-12-17 14:00:00,LOGIN,0.0,50.0,0,2.0
480515,2019-01-16,9,16000000.0,Transfer,Outside_bank,2019-01-16 09:00:00,4776,2019-01-15 13:00:00,MB_SET_PIN,20.0,1,2019-01-16 09:00:00,LOGIN,0.0,5.0,0,2.0
591532,2019-01-14,15,3003700.0,Transfer,Outside_bank,2019-01-14 15:00:00,4895,2019-01-14 15:00:00,MB_SET_PIN,0.0,1,2019-01-14 15:00:00,LOGIN,0.0,0.0,0,2.0
591532,2019-01-15,14,300000000.0,Transfer,Outside_bank,2019-01-15 14:00:00,4896,2019-01-14 15:00:00,MB_SET_PIN,23.0,1,2019-01-15 14:00:00,LOGIN,0.0,3.0,0,2.0
684913,2019-01-16,14,50000000.0,Transfer,Outside_bank,2019-01-16 14:00:00,4954,2019-01-16 14:00:00,MB_SET_PIN,0.0,1,2019-01-16 14:00:00,LOGIN,0.0,0.0,0,2.0
684913,2019-01-17,7,50000000.0,Transfer,Outside_bank,2019-01-17 07:00:00,4955,2019-01-16 14:00:00,MB_SET_PIN,17.0,1,2019-01-17 07:00:00,LOGIN,0.0,1.0,0,2.0
370603,2019-01-12,11,12100000.0,Transfer,Outside_bank,2019-01-12 11:00:00,5025,2019-01-12 09:00:00,MB_SET_PIN,2.0,1,2019-01-12 11:00:00,LOGIN,0.0,1.0,0,2.0
370603,2019-01-12,17,2600000.0,Transfer,Outside_bank,2019-01-12 17:00:00,5026,2019-01-12 09:00:00,MB_SET_PIN,8.0,1,2019-01-12 17:00:00,LOGIN_FINGER,0.0,3.0,0,2.0
987699,2019-01-11,12,300500000.0,Transfer,Outside_bank,2019-01-11 12:00:00,5219,2019-01-11 10:00:00,MB_SET_PIN,2.0,1,2019-01-11 12:00:00,LOGIN,0.0,2.0,0,2.0
104466,2019-01-12,12,7000000.0,Transfer,Outside_bank,2019-01-12 12:00:00,5244,2019-01-12 12:00:00,MB_SET_PIN,0.0,1,2019-01-12 12:00:00,LOGIN,0.0,0.0,0,2.0
118682,2019-01-14,11,1000000.0,Transfer,Within_bank,2019-01-14 11:00:00,6098,2019-01-14 11:00:00,CHANGE_PASSWORD,0.0,1,2019-01-14 11:00:00,LOGIN_FINGER,0.0,1.0,0,2.0
118682,2019-05-15,13,6000000.0,Transfer,Outside_bank,2019-05-15 13:00:00,6112,2019-01-14 11:00:00,CHANGE_PASSWORD,2906.0,0,2019-05-15 13:00:00,LOGIN,0.5043477822306276,115.0,1,2.0
118682,2019-06-19,20,2900000.0,Transfer,Within_bank,2019-06-19 20:00:00,6139,2019-06-19 20:00:00,CHANGE_PASSWORD,0.0,1,2019-06-19 20:00:00,LOGIN,0.48823526539792556,170.0,0,2.0
203158,2019-01-13,10,20000000.0,Transfer,Outside_bank,2019-01-13 10:00:00,6182,2019-01-12 14:00:00,MB_SET_PIN,20.0,1,2019-01-13 10:00:00,LOGIN,0.0,5.0,0,2.0
203158,2019-01-12,14,170000000.0,Transfer,Within_bank,2019-01-12 14:00:00,6183,2019-01-12 14:00:00,MB_SET_PIN,0.0,1,2019-01-12 14:00:00,LOGIN,0.0,0.0,0,2.0
203158,2019-01-13,11,150000000.0,Transfer,Outside_bank,2019-01-13 11:00:00,6187,2019-01-12 14:00:00,MB_SET_PIN,21.0,1,2019-01-13 11:00:00,LOGIN,0.0,6.0,0,2.0
203158,2019-01-12,15,30000000.0,Transfer,Outside_bank,2019-01-12 15:00:00,6189,2019-01-12 14:00:00,MB_SET_PIN,1.0,1,2019-01-12 15:00:00,LOGIN,0.0,1.0,0,2.0
203158,2019-01-13,8,40000000.0,Transfer,Outside_bank,2019-01-13 08:00:00,6192,2019-01-12 14:00:00,MB_SET_PIN,18.0,1,2019-01-13 08:00:00,LOGIN,0.0,4.0,0,2.0
203158,2019-01-12,16,50000000.0,Transfer,Outside_bank,2019-01-12 16:00:00,6195,2019-01-12 14:00:00,MB_SET_PIN,2.0,1,2019-01-12 16:00:00,LOGIN,0.0,2.0,0,2.0
711258,2019-01-15,8,60000000.0,Transfer,Outside_bank,2019-01-15 08:00:00,6376,2019-01-14 15:00:00,MB_SET_PIN,17.0,1,2019-01-15 08:00:00,LOGIN,0.0,3.0,0,2.0
747631,2019-01-15,18,30000000.0,Transfer,Outside_bank,2019-01-15 18:00:00,6576,2019-01-15 16:00:00,MB_SET_PIN,2.0,1,2019-01-15 18:00:00,LOGIN,0.0,2.0,0,2.0
747631,2019-01-16,7,26972000.0,Transfer,Outside_bank,2019-01-16 07:00:00,6586,2019-01-15 16:00:00,MB_SET_PIN,15.0,1,2019-01-16 07:00:00,LOGIN,0.2857138775516035,7.0,0,2.0
599298,2019-01-12,10,50000000.0,Transfer,Outside_bank,2019-01-12 10:00:00,6750,2019-01-11 14:00:00,CHANGE_PASSWORD,20.0,1,2019-01-12 10:00:00,LOGIN,0.0,1.0,0,2.0
599298,2019-01-11,14,6000000.0,Transfer,Outside_bank,2019-01-11 14:00:00,6759,2019-01-11 14:00:00,CHANGE_PASSWORD,0.0,1,2019-01-11 14:00:00,LOGIN,0.0,0.0,0,2.0
436252,2019-01-19,11,50000000.0,Transfer,Outside_bank,2019-01-19 11:00:00,6950,2019-01-19 10:00:00,MB_SET_PIN,1.0,1,2019-01-19 11:00:00,LOGIN,0.0,1.0,0,2.0
301814,2019-01-07,22,2000000.0,Transfer,Outside_bank,2019-01-07 22:00:00,6988,2019-01-07 11:00:00,MB_SET_PIN,11.0,1,2019-01-07 22:00:00,LOGIN,0.0,3.0,0,2.0
571640,2019-01-19,10,140000000.0,Transfer,Outside_bank,2019-01-19 10:00:00,7089,2019-01-19 09:00:00,MB_SET_PIN,1.0,1,2019-01-19 10:00:00,LOGIN,0.0,1.0,0,2.0
536459,2019-01-21,20,89250000.0,Transfer,Within_bank,2019-01-21 20:00:00,7154,2019-01-21 20:00:00,MB_SET_PIN,0.0,1,2019-01-21 20:00:00,LOGIN,0.0,0.0,0,2.0
160520,2019-01-18,16,50000000.0,Transfer,Outside_bank,2019-01-18 16:00:00,7200,2019-01-17 17:00:00,CHANGE_PASSWORD,23.0,1,2019-01-18 16:00:00,LOGIN,0.0,5.0,0,2.0
785559,2019-05-25,17,12000000.0,Transfer,Outside_bank,2019-05-25 17:00:00,7314,2019-05-25 17:00:00,MB_RESET_PIN,0.0,1,2019-05-25 17:00:00,LOGIN,0.4864130302605155,368.0,0,2.0
785559,2019-05-25,17,5000000.0,Transfer,Within_bank,2019-05-25 17:00:00,7315,2019-05-25 17:00:00,MB_RESET_PIN,0.0,1,2019-05-25 17:00:00,LOGIN,0.4864130302605155,368.0,0,2.0
785559,2019-01-19,15,1000000.0,Transfer,Outside_bank,2019-01-19 15:00:00,7393,2019-01-19 12:00:00,MB_SET_PIN,3.0,1,2019-01-19 15:00:00,LOGIN,0.49999750001249993,2.0,0,2.0
785559,2019-05-26,8,1300000.0,Transfer,Within_bank,2019-05-26 08:00:00,7402,2019-05-25 17:00:00,MB_RESET_PIN,15.0,1,2019-05-26 08:00:00,LOGIN,0.48247977136173126,371.0,0,2.0
988723,2019-01-18,17,4090000.0,Transfer,Outside_bank,2019-01-18 17:00:00,7505,2019-01-18 11:00:00,MB_SET_PIN,6.0,1,2019-01-18 17:00:00,LOGIN,0.0,2.0,0,2.0
988723,2019-01-19,10,1000000000.0,Transfer,Within_bank,2019-01-19 10:00:00,7506,2019-01-18 11:00:00,MB_SET_PIN,23.0,1,2019-01-19 10:00:00,LOGIN,0.0,3.0,0,2.0
988723,2019-01-18,14,20000000.0,Transfer,Outside_bank,2019-01-18 14:00:00,7545,2019-01-18 11:00:00,MB_SET_PIN,3.0,1,2019-01-18 14:00:00,LOGIN,0.0,1.0,0,2.0
988723,2019-01-18,12,199705000.0,Transfer,Outside_bank,2019-01-18 12:00:00,7590,2019-01-18 11:00:00,MB_SET_PIN,1.0,1,2019-01-18 11:00:00,LOGIN,0.0,0.0,0,2.0
988723,2019-01-18,11,300000000.0,Transfer,Outside_bank,2019-01-18 11:00:00,7658,2019-01-18 11:00:00,MB_SET_PIN,0.0,1,2019-01-18 11:00:00,LOGIN,0.0,0.0,0,2.0
988723,2019-03-01,16,23250000.0,Transfer,Within_bank,2019-03-01 16:00:00,7775,2019-03-01 16:00:00,CHANGE_PASSWORD,0.0,1,2019-03-01 16:00:00,LOGIN,0.0,29.0,0,2.0
575050,2019-03-15,21,2000000.0,Transfer,Outside_bank,2019-03-15 21:00:00,7826,2019-03-15 10:00:00,CHANGE_PASSWORD,11.0,1,2019-03-15 21:00:00,LOGIN,0.0,277.0,0,2.0
575050,2019-01-16,10,1000000.0,Transfer,Outside_bank,2019-01-16 10:00:00,7844,2019-01-15 15:00:00,MB_SET_PIN,19.0,1,2019-01-16 09:00:00,LOGIN,0.0,4.0,0,2.0
575050,2019-03-15,17,2000000.0,Transfer,Outside_bank,2019-03-15 17:00:00,7871,2019-03-15 10:00:00,CHANGE_PASSWORD,7.0,1,2019-03-15 17:00:00,LOGIN,0.0,276.0,0,2.0
575050,2019-11-25,11,1000000.0,Topup,eWallet,2019-11-25 11:00:00,7908,2019-11-25 09:00:00,MB_CHANGE_PIN,2.0,1,2019-11-25 10:00:00,LOGIN,0.0015220699920537293,657.0,0,2.0
575050,2019-11-25,9,1000000.0,Topup,eWallet,2019-11-25 09:00:00,7909,2019-11-25 09:00:00,MB_CHANGE_PIN,0.0,1,2019-11-25 09:00:00,LOGIN,0.0015243902206647834,656.0,0,2.0
575050,2019-03-16,0,2000000.0,Transfer,Outside_bank,2019-03-16 00:00:00,7988,2019-03-15 10:00:00,CHANGE_PASSWORD,14.0,1,2019-03-16 00:00:00,LOGIN,0.0,278.0,0,2.0
575050,2019-03-31,0,2500000.0,Transfer,Outside_bank,2019-03-31 00:00:00,7996,2019-03-30 12:00:00,CHANGE_PASSWORD,12.0,1,2019-03-31 00:00:00,LOGIN,0.0,356.0,0,2.0
575050,2019-03-15,10,1750000.0,Transfer,Outside_bank,2019-03-15 10:00:00,8041,2019-03-15 10:00:00,CHANGE_PASSWORD,0.0,1,2019-03-15 10:00:00,LOGIN,0.0,274.0,0,2.0
575050,2019-10-14,17,3000000.0,Transfer,Outside_bank,2019-10-14 17:00:00,8058,2019-10-14 15:00:00,MB_RESET_PIN,2.0,1,2019-10-14 17:00:00,LOGIN,0.001919385759704688,521.0,0,2.0
575050,2019-10-14,15,1000000.0,Transfer,Outside_bank,2019-10-14 15:00:00,8106,2019-10-14 15:00:00,MB_RESET_PIN,0.0,1,2019-10-14 15:00:00,LOGIN,0.0019267822364781844,519.0,0,2.0
575050,2019-10-15,1,2200000.0,Transfer,Outside_bank,2019-10-15 01:00:00,8107,2019-10-14 15:00:00,MB_RESET_PIN,10.0,1,2019-10-15 01:00:00,LOGIN,0.0019120458525421443,523.0,0,2.0
575050,2019-03-30,16,1000000.0,Transfer,Outside_bank,2019-03-30 16:00:00,8205,2019-03-30 12:00:00,CHANGE_PASSWORD,4.0,1,2019-03-30 16:00:00,LOGIN,0.0,352.0,0,2.0
356157,2019-01-10,12,2000000.0,Transfer,Outside_bank,2019-01-10 12:00:00,8391,2019-01-10 10:00:00,MB_SET_PIN,2.0,1,2019-01-10 12:00:00,LOGIN,0.0,2.0,0,2.0
356157,2019-01-10,10,3000000.0,Transfer,Outside_bank,2019-01-10 10:00:00,8403,2019-01-10 10:00:00,MB_SET_PIN,0.0,1,2019-01-10 10:00:00,LOGIN,0.0,0.0,0,2.0
610068,2019-01-12,10,14300000.0,Transfer,Within_bank,2019-01-12 10:00:00,8441,2019-01-12 09:00:00,MB_SET_PIN,1.0,1,2019-01-12 10:00:00,LOGIN,0.0,1.0,0,2.0
254230,2019-01-18,9,14500000.0,Transfer,Outside_bank,2019-01-18 09:00:00,8642,2019-01-18 09:00:00,CHANGE_PASSWORD,0.0,1,2019-01-18 09:00:00,LOGIN,0.0,0.0,0,2.0
