TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,LIMIT_UTILIZATION_VELOCITY,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
899925,386,1,1.0,"Flagged due to: transaction amount is 22.6x higher than historical average, and transaction amount is 13.7x higher than 30-day average transaction size, and unusual combination of high transaction amount shortly after a security credential update (combined score: 146.61).","TRANS_AMOUNT_Z_SCORE (+3.7443), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.9214), SEC_AMOUNT_COMBINED (+0.7228)","TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.8720), TRANS_AMOUNT_Z_SCORE × NIGHT_ANOMALY (+0.3918), TRANS_AMOUNT_VS_30D_AVG_RATIO × NIGHT_ANOMALY (+0.2118)","TRANS_AMOUNT: 380,000,000.00 -> 137,683,391.57 (-242,316,608.43)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,456015,3e018f4a5817a5c1,Android,40.87.xx.xx (HCM),F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1.0,SMART_OTP,Working,380000000.0,1,380000000.0,1,380550000.0,2,380550000.0,2,383615000.0,5,416432414.0,15,114440623.53400001,16809085.8,70,0.6666666666666666,2,1670.0,0.061351446143111873,-1.0341287827195147,0.0,0.0,0.0,0.0,0.0,0,0.0
989774,471,1,0.7594553828239441,"Flagged due to: unusual behavior in feature 'LIMIT_UTILIZATION_VELOCITY' (value: 0.53), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount covers 4.1x monthly average balance.","LIMIT_UTILIZATION_VELOCITY (+2.1737), NEW_DEVICE_FLAG (+1.7084), BALANCE_COVERAGE_RATIO (+0.4646)","NEW_DEVICE_FLAG × LIMIT_UTILIZATION_VELOCITY (+0.5692), LIMIT_UTILIZATION_VELOCITY × BALANCE_COVERAGE_RATIO (+0.4558), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (-0.3013)","TRANS_AMOUNT: 150,000,000.00 -> 98,192,739.49 (-51,807,260.51)",Transfer,Within_bank,2019-07-18,Thu,6,2,150000000.0,483817,65ca5ccec5b9d966,iOS,223.82.xx.xx (HCM),F,2019-06-05,1981-09-08,0,2019-06-05,BRANCH,1.0,SMS,State servant,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,36690057.17285714,69960000.0,10,43.25,1,993.0,0.0,-1.0106583811507186,1.0,0.0,0.0,0.0,0.5330894736842106,0,0.0
646993,482,1,1.0,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount is 2.8x higher than historical average.","NIGHT_ANOMALY (+3.8802), NEW_DEVICE_FLAG (+1.1802), TRANS_AMOUNT_Z_SCORE (+0.3088)","TRANS_AMOUNT_Z_SCORE × NIGHT_ANOMALY (+0.7038), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.3605), NEW_DEVICE_FLAG × NIGHT_ANOMALY (-0.2906)",,Transfer,Outside_bank,2019-07-21,Sun,1,1,3000000.0,90633,8de02a9913262131,Web,168.55.xx.xx (CT),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,5400000.0,3,7750000.0,7,17852000.0,15,2043493.01,1063369.5988023952,167,1.125,1,825.0,0.2149680305747076,-1.3216419008590108,1.0,0.0,0.0,0.0,0.0,0,0.0
646917,482,1,1.0,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and sudden 1h spending volume/frequency spike relative to 24 hours (spike factor: 0.65), and transaction amount leading digits deviation from Benford's Law (score: 0.2150).","NIGHT_ANOMALY (+4.3457), SPIKE_1H_VS_24H (+0.7685), BENFORD_DEV (+0.1602)","SPIKE_1H_VS_24H × NIGHT_ANOMALY (+1.0035), BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1366), BENFORD_DEV × NIGHT_ANOMALY (+0.0800)",,Topup,Mobile,2019-08-17,Sat,0,1,100000.0,NaN,a6c14c0d86c6a1ed,Android,208.241.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,100000.0,1,400000.0,2,3400000.0,3,3400000.0,3,4120000.0,5,17753000.0,13,2043493.01,1063369.5988023952,167,0.08333333333333333,2,1472.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
646975,482,1,0.7147831320762634,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and transaction amount is 1.7x higher than historical average, and transaction amount leading digits deviation from Benford's Law (score: 0.2150).","NIGHT_ANOMALY (+3.9820), TRANS_AMOUNT_Z_SCORE (+0.2869), BENFORD_DEV (+0.1587)","TRANS_AMOUNT_Z_SCORE × NIGHT_ANOMALY (+0.7775), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.4200), BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1208)","TRANS_AMOUNT: 1,800,000.00 -> 1,590,763.66 (-209,236.34)",Transfer,Outside_bank,2019-09-11,Wed,2,1,1800000.0,883365,a6c14c0d86c6a1ed,Android,110.59.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,3801000.0,2,3801000.0,2,3801000.0,2,3801000.0,2,8901000.0,4,25231000.0,24,2043493.01,1063369.5988023952,167,5.291666666666667,1,2074.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
646976,482,1,0.736671507358551,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and transaction amount is 1.9x higher than historical average, and transaction amount leading digits deviation from Benford's Law (score: 0.2150).","NIGHT_ANOMALY (+4.0017), TRANS_AMOUNT_Z_SCORE (+0.2876), BENFORD_DEV (+0.1587)","TRANS_AMOUNT_Z_SCORE × NIGHT_ANOMALY (+0.7764), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.4137), BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1602)","TRANS_AMOUNT: 2,001,000.00 -> 1,590,762.71 (-410,237.29)",Transfer,Within_bank,2019-09-11,Wed,2,1,2001000.0,692656,a6c14c0d86c6a1ed,Android,152.24.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,3801000.0,2,3801000.0,2,3801000.0,2,3801000.0,2,8901000.0,4,25231000.0,24,2043493.01,1063369.5988023952,167,0.0,2,2074.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
646997,482,1,0.9281319379806519,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and transaction amount is 2.3x higher than historical average, and transaction amount leading digits deviation from Benford's Law (score: 0.2150).","NIGHT_ANOMALY (+4.1355), TRANS_AMOUNT_Z_SCORE (+0.2998), BENFORD_DEV (+0.1562)","TRANS_AMOUNT_Z_SCORE × NIGHT_ANOMALY (+0.7979), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.2006), BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1602)","TRANS_AMOUNT: 2,400,000.00 -> 1,590,763.09 (-809,236.91)",Transfer,Outside_bank,2019-10-07,Mon,1,1,2400000.0,895071,a6c14c0d86c6a1ed,Android,242.248.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,2400000.0,1,2400000.0,1,8450000.0,2,22401000.0,5,23401000.0,6,43132000.0,18,2043493.01,1063369.5988023952,167,0.4166666666666667,2,2697.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
646889,482,1,0.5524191856384277,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and transaction amount leading digits deviation from Benford's Law (score: 0.2150), and sudden 1h spending volume/frequency spike relative to 24 hours (spike factor: 0.57).","NIGHT_ANOMALY (+3.7827), BENFORD_DEV (+0.1578), SPIKE_1H_VS_24H (+0.0928)","BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1245), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.1201), BENFORD_DEV × NIGHT_ANOMALY (+0.0745)",,Transfer,Within_bank,2019-11-22,Fri,0,1,500000.0,274153,a6c14c0d86c6a1ed,Android,244.234.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,500000.0,1,500000.0,1,3300000.0,3,3500000.0,4,16080750.0,15,33730750.0,40,2043493.01,1063369.5988023952,167,0.25,3,3800.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
646895,482,1,1.0,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and sudden 1h spending volume/frequency spike relative to 24 hours (spike factor: 0.75), and recent security credential modification (4400.0 hours ago).","NIGHT_ANOMALY (+4.6650), SPIKE_1H_VS_24H (+1.3245), HOURS_SINCE_SEC_EVENT (+0.2085)","SPIKE_1H_VS_24H × NIGHT_ANOMALY (+1.4065), HOURS_SINCE_SEC_EVENT × NIGHT_ANOMALY (+0.1824), BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1759)",,Topup,Mobile,2019-12-17,Tue,0,1,20000.0,NaN,a6c14c0d86c6a1ed,Android,254.180.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1.0,SMART_OTP,Working,20000.0,1,2820000.0,2,6325000.0,4,6355000.0,5,7235000.0,11,34408741.0,47,2043493.01,1063369.5988023952,167,0.125,3,4400.0,0.2149680305747076,-1.3216419008590108,0.0,0.0,0.0,0.0,0.0,0,0.0
1072692,484,1,0.551483690738678,"Flagged due to: night transaction anomaly (rare off-hour transfer relative to customer's history, score: 1.00), and transaction amount leading digits deviation from Benford's Law (score: 0.1966), and sudden 1h spending volume/frequency spike relative to 24 hours (spike factor: 0.58).","NIGHT_ANOMALY (+3.7870), BENFORD_DEV (+0.1554), SPIKE_1H_VS_24H (+0.1119)","BALANCE_COVERAGE_RATIO × NIGHT_ANOMALY (+0.1301), SPIKE_1H_VS_24H × NIGHT_ANOMALY (-0.0862), BENFORD_DEV × NIGHT_ANOMALY (+0.0745)",,Transfer,Outside_bank,2019-12-05,Thu,0,1,2000000.0,927238,285693dc46ca88fa,Android,250.152.xx.xx (NA),M,2019-06-24,1993-10-11,0,2019-06-25,BRANCH,1.0,SMART_OTP,Working,2000000.0,1,7000000.0,2,9000000.0,4,15000000.0,6,68350000.0,14,169070000.0,31,8056499.062857143,4645096.153846154,104,0.125,4,999.0,0.19655106327844615,-1.166028856773688,0.0,0.0,0.0,0.0,0.0,0,0.0
1349322,504,1,0.5548097491264343,"Flagged due to: long inactivity period (109.4 days since last transaction), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume/frequency spike relative to 30 days (spike factor: 0.00).","DAYS_SINCE_LAST_TRANS (+2.8235), NEW_DEVICE_FLAG (+1.5592), SPIKE_7D_VS_30D (+0.0027)","NEW_DEVICE_FLAG × NIGHT_ANOMALY (+0.2305), DAYS_SINCE_LAST_TRANS × NIGHT_ANOMALY (+0.2244), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1383)","TRANS_AMOUNT: 1,500,000.00 -> 1,480,749.61 (-19,250.39)",Transfer,Outside_bank,2019-06-17,Mon,10,1,1500000.0,36573,095315acb903b9e3,iOS,78.114.xx.xx (DN),M,2019-01-30,1983-05-12,0,2019-02-28,BRANCH,0.0,SMS,Working,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,948027.7991666667,1500000.0,1,109.41666666666667,1,2610.0,0.0,-0.9526807352979791,1.0,0.0,0.0,0.0,0.0,0,0.0
1304008,615,1,0.5706949830055237,"Flagged due to: long inactivity period (108.8 days since last transaction), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount covers 1.8x monthly average balance.","DAYS_SINCE_LAST_TRANS (+2.8235), NEW_DEVICE_FLAG (+1.4975), BALANCE_COVERAGE_RATIO (+0.0635)","NEW_DEVICE_FLAG × NIGHT_ANOMALY (+0.2262), DAYS_SINCE_LAST_TRANS × NIGHT_ANOMALY (+0.2244), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (-0.1447)","TRANS_AMOUNT: 3,125,000.00 -> 2,324,393.39 (-800,606.61)",Transfer,Outside_bank,2019-10-28,Mon,19,1,3125000.0,85968,1cc41faf4bc8811c,Android,135.165.xx.xx (HN),F,2019-07-12,1994-11-24,0,2019-07-12,BRANCH,1.0,SMART_OTP,Working,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,1738366.7566666666,1249021.2916666667,24,108.79166666666667,1,999.0,0.0,-1.215422611949282,1.0,0.0,0.0,0.0,0.0,0,0.0
