CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (53,936,512.00), and high 24-hour transaction count (11 transfers), and sudden transaction volume spike (24h sum is 72.2% of 7d sum).","SUM_AMOUNT_24H (+1.9047), COUNT_24H (+1.6958), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6799)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6707), COUNT_24H × VELOCITY_RATIO_COUNT_24H_VS_7D (+0.5708), SUM_AMOUNT_24H × COUNT_24H (+0.4999)","SUM_AMOUNT_24H: 53,936,512.00 → 37,899,985.94 (-16,036,526.06), COUNT_24H: 11.00 → 6.00 (-5.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.72 → 0.26 (-0.46)",Transfer,Outside_bank,2019-09-04,Wed,14,2,1600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,53936512.0,11,74666512.0,13,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.94748527,"Flagged due to: high 24-hour transaction volume sum (77,545,000.00), and amount is 11.4x higher than customer's average transaction size, and high 24-hour transaction count (7 transfers).","SUM_AMOUNT_24H (+1.6275), TRANS_AMOUNT_Z_SCORE (+1.2546), COUNT_24H (+0.8080)","HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.5747), SUM_AMOUNT_24H × COUNT_24H (+0.4825), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.4474)","SUM_AMOUNT_24H: 77,545,000.00 → 49,499,927.47 (-28,045,072.53), TRANS_AMOUNT_Z_SCORE: 11.44 → 4.83 (-6.61)",Transfer,Outside_bank,2019-10-02,Wed,8,1,50000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,77545000.0,7,125973222.0,23,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.8820315,"Flagged due to: high 24-hour transaction volume sum (90,940,000.00), and high 24-hour transaction count (9 transfers), and unusual transaction sequence position (transaction number: 4).","SUM_AMOUNT_24H (+2.3179), COUNT_24H (+0.9433), TRANS_NO (+0.6966)","SUM_AMOUNT_24H × COUNT_24H (+0.5332), TRANS_NO × SUM_AMOUNT_24H (+0.5169), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4513)","SUM_AMOUNT_24H: 90,940,000.00 → 49,499,950.58 (-41,440,049.42), COUNT_24H: 9.00 → 5.00 (-4.00), TRANS_NO: 4.00 → 2.00 (-2.00)",Transfer,Within_bank,2019-10-02,Wed,16,4,13136000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,90940000.0,9,145371000.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (51,651,430.00), and amount is 6.7x higher than customer's average transaction size, and unusual transaction sequence position (transaction number: 12).","SUM_AMOUNT_24H (+1.9351), TRANS_AMOUNT_Z_SCORE (+1.4056), TRANS_NO (+0.9937)","TRANS_NO × SUM_AMOUNT_24H (+0.6789), HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.6041), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4883)","SUM_AMOUNT_24H: 51,651,430.00 → 37,899,993.64 (-13,751,436.36), TRANS_AMOUNT_Z_SCORE: 6.75 → 2.11 (-4.64), TRANS_NO: 12.00 → 2.00 (-10.00)",Transfer,Within_bank,2019-10-17,Thu,20,12,29488980.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,51651430.0,6,94366430.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (80,193,030.00), and amount is 6.1x higher than customer's average transaction size, and high 24-hour transaction count (8 transfers).","SUM_AMOUNT_24H (+2.2773), TRANS_AMOUNT_Z_SCORE (+1.3240), COUNT_24H (+1.0654)","HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.5921), TRANS_NO × SUM_AMOUNT_24H (+0.5876), SUM_AMOUNT_24H × COUNT_24H (+0.5770)","SUM_AMOUNT_24H: 80,193,030.00 → 17,999,947.12 (-62,193,082.88)",Transfer,Within_bank,2019-10-18,Fri,9,6,26841600.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,80193030.0,8,118012030.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (58,229,380.00), and high 24-hour transaction count (11 transfers), and sudden transaction volume spike (24h sum is 71.4% of 7d sum).","SUM_AMOUNT_24H (+2.0881), COUNT_24H (+1.4303), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6389)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6318), SUM_AMOUNT_24H × COUNT_24H (+0.5235), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3472)","SUM_AMOUNT_24H: 58,229,380.00 → 49,499,993.23 (-8,729,386.77), COUNT_24H: 11.00 → 6.00 (-5.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.71 → 0.66 (-0.05)",Transfer,Within_bank,2019-10-31,Thu,16,3,7472000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,58229380.0,11,81552640.0,21,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.56740063,"Flagged due to: high 24-hour transaction volume sum (65,229,380.00), and high 24-hour transaction count (11 transfers), and sudden transaction volume spike (24h sum is 69.7% of 7d sum).","SUM_AMOUNT_24H (+1.8253), COUNT_24H (+1.3508), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5069)","SUM_AMOUNT_24H × COUNT_24H (+0.5399), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4484), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3022)","SUM_AMOUNT_24H: 65,229,380.00 → 64,999,958.43 (-229,421.57), COUNT_24H: 11.00 → 6.00 (-5.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.70 → 0.67 (-0.03)",Transfer,Within_bank,2019-10-31,Thu,17,1,2000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,65229380.0,11,93552640.0,23,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.58222014,"Flagged due to: high 24-hour transaction volume sum (65,229,380.00), and high 24-hour transaction count (11 transfers), and sudden transaction volume spike (24h sum is 69.7% of 7d sum).","SUM_AMOUNT_24H (+1.8656), COUNT_24H (+1.3531), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5055)","SUM_AMOUNT_24H × COUNT_24H (+0.5404), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4542), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3428)","SUM_AMOUNT_24H: 65,229,380.00 → 49,499,943.70 (-15,729,436.30), COUNT_24H: 11.00 → 6.00 (-5.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.70 → 0.67 (-0.03)",Transfer,Outside_bank,2019-10-31,Thu,17,1,10000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,65229380.0,11,93552640.0,23,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.97117096,"Flagged due to: high 24-hour transaction volume sum (69,313,380.00), and high 24-hour transaction count (13 transfers), and sudden transaction volume spike (24h sum is 71.3% of 7d sum).","SUM_AMOUNT_24H (+1.8884), COUNT_24H (+1.8586), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6370)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6563), SUM_AMOUNT_24H × COUNT_24H (+0.6245), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2908)","SUM_AMOUNT_24H: 69,313,380.00 → 49,499,982.03 (-19,813,397.97), COUNT_24H: 13.00 → 6.00 (-7.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.71 → 0.66 (-0.05)",Transfer,Outside_bank,2019-10-31,Thu,18,1,1600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,69313380.0,13,97256640.0,24,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.97117096,"Flagged due to: high 24-hour transaction volume sum (69,313,380.00), and high 24-hour transaction count (13 transfers), and sudden transaction volume spike (24h sum is 71.3% of 7d sum).","SUM_AMOUNT_24H (+1.8926), COUNT_24H (+1.8577), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6334)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6586), SUM_AMOUNT_24H × COUNT_24H (+0.6248), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2908)","SUM_AMOUNT_24H: 69,313,380.00 → 49,499,982.03 (-19,813,397.97), COUNT_24H: 13.00 → 6.00 (-7.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.71 → 0.66 (-0.05)",Transfer,Within_bank,2019-10-31,Thu,18,1,2484000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,69313380.0,13,97256640.0,24,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,0.97563785,"Flagged due to: high 24-hour transaction volume sum (69,784,580.00), and high 24-hour transaction count (13 transfers), and sudden transaction volume spike (24h sum is 70.2% of 7d sum).","SUM_AMOUNT_24H (+1.8884), COUNT_24H (+1.8389), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6332)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6438), SUM_AMOUNT_24H × COUNT_24H (+0.6246), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2909)","SUM_AMOUNT_24H: 69,784,580.00 → 49,499,936.11 (-20,284,643.89), COUNT_24H: 13.00 → 6.00 (-7.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.70 → 0.66 (-0.04)",Transfer,Outside_bank,2019-10-31,Thu,22,1,2119200.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,69784580.0,13,99375840.0,25,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (107,223,580.00), and high 24-hour transaction count (14 transfers), and amount is 8.6x higher than customer's average transaction size.","SUM_AMOUNT_24H (+1.7788), COUNT_24H (+1.6955), TRANS_AMOUNT_Z_SCORE (+1.1464)","SUM_AMOUNT_24H × COUNT_24H (+0.6782), HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.5743), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5355)","SUM_AMOUNT_24H: 107,223,580.00 → 37,899,996.47 (-69,323,583.53)",Transfer,Outside_bank,2019-11-01,Fri,7,1,37439000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,107223580.0,14,136814840.0,26,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (137,223,580.00), and high 24-hour transaction count (15 transfers), and amount is 6.9x higher than customer's average transaction size.","SUM_AMOUNT_24H (+1.7965), COUNT_24H (+1.7089), TRANS_AMOUNT_Z_SCORE (+0.9190)","SUM_AMOUNT_24H × COUNT_24H (+0.6894), HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.5339), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5195)","SUM_AMOUNT_24H: 137,223,580.00 → 37,899,885.27 (-99,323,694.73), COUNT_24H: 15.00 → 4.00 (-11.00)",Transfer,Outside_bank,2019-11-01,Fri,8,1,30000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,137223580.0,15,166814840.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (148,743,580.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 83.4% of 7d sum).","SUM_AMOUNT_24H (+2.4056), COUNT_24H (+1.6225), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5460)","SUM_AMOUNT_24H × COUNT_24H (+0.6921), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5224), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3645)","SUM_AMOUNT_24H: 148,743,580.00 → 37,899,983.40 (-110,843,596.60)",Transfer,Within_bank,2019-11-01,Fri,9,7,11520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,148743580.0,16,178334840.0,28,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 75.1% of 7d sum).","SUM_AMOUNT_24H (+2.0902), COUNT_24H (+1.8729), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6094)","SUM_AMOUNT_24H × COUNT_24H (+0.7031), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5947), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2701)","SUM_AMOUNT_24H: 141,385,680.00 → 37,899,942.85 (-103,485,737.15), COUNT_24H: 16.00 → 6.00 (-10.00)",Transfer,Outside_bank,2019-11-01,Fri,10,1,443850.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 75.1% of 7d sum).","SUM_AMOUNT_24H (+2.3478), COUNT_24H (+1.6292), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5275)","SUM_AMOUNT_24H × COUNT_24H (+0.6918), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5186), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3285)","SUM_AMOUNT_24H: 141,385,680.00 → 37,899,942.85 (-103,485,737.15), COUNT_24H: 16.00 → 4.00 (-12.00)",Transfer,Within_bank,2019-11-01,Fri,10,5,9410000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (140,750,430.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 74.6% of 7d sum).","SUM_AMOUNT_24H (+2.0937), COUNT_24H (+1.8434), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6383)","SUM_AMOUNT_24H × COUNT_24H (+0.7028), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6338), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2697)","SUM_AMOUNT_24H: 140,750,430.00 → 37,899,995.26 (-102,850,434.74), COUNT_24H: 16.00 → 6.00 (-10.00)",Transfer,Within_bank,2019-11-01,Fri,11,1,460000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,140750430.0,16,188648690.0,31,8844481.102,4369996.853994491,363,0.03889746598194542,-1.441169318574772
