CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,0.708375,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (50,757,380.00), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.8453), SUM_AMOUNT_24H (+1.7333), HIST_TRANS_COUNT (+0.4454)","TRANS_NO × SUM_AMOUNT_24H (+0.4728), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4543), TRANS_NO × ACTIVITY_SEQ_RARITY (+0.3065)","SUM_AMOUNT_24H: 50,757,380.00 → 49,499,985.52 (-1,257,394.48), HIST_TRANS_COUNT: 363.00 → 153.00 (-210.00)",Transfer,Within_bank,2019-10-31,Thu,15,6,9138500.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,50757380.0,10,76922080.0,21,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (107,223,580.00), and amount is 8.6x higher than customer's average transaction size, and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","SUM_AMOUNT_24H (+1.8909), TRANS_AMOUNT_Z_SCORE (+0.8961), HIST_TRANS_COUNT (+0.6970)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.6988), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.4419), HIST_AVG_TRANS_AMOUNT × TRANS_AMOUNT_Z_SCORE (+0.3745)","SUM_AMOUNT_24H: 107,223,580.00 → 37,899,996.47 (-69,323,583.53), TRANS_AMOUNT_Z_SCORE: 8.57 → 2.51 (-6.06), HIST_TRANS_COUNT: 363.00 → 123.00 (-240.00)",Transfer,Outside_bank,2019-11-01,Fri,7,1,37439000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,107223580.0,14,136814840.0,26,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (137,223,580.00), and amount is 6.9x higher than customer's average transaction size, and high historical average transaction size (4,369,996.85).","SUM_AMOUNT_24H (+2.2562), TRANS_AMOUNT_Z_SCORE (+0.9161), HIST_AVG_TRANS_AMOUNT (+0.7872)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.9823), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.4643), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3706)","SUM_AMOUNT_24H: 137,223,580.00 → 37,899,885.27 (-99,323,694.73), TRANS_AMOUNT_Z_SCORE: 6.86 → 0.95 (-5.91)",Transfer,Outside_bank,2019-11-01,Fri,8,1,30000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,137223580.0,15,166814840.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (148,743,580.00), and unusual transaction sequence position (transaction number: 7), and high historical average transaction size (4,369,996.85).","SUM_AMOUNT_24H (+2.2549), TRANS_NO (+1.3950), HIST_AVG_TRANS_AMOUNT (+0.7446)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+1.0821), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3764), TRANS_NO × SUM_AMOUNT_24H (-0.3606)","SUM_AMOUNT_24H: 148,743,580.00 → 5,899,948.11 (-142,843,631.89)",Transfer,Within_bank,2019-11-01,Fri,9,7,11520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,148743580.0,16,178334840.0,28,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.7716771,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 75.1% of 7d sum).","SUM_AMOUNT_24H (+2.1511), COUNT_24H (+0.7364), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6393)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.9372), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4409), HIST_TRANS_COUNT × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3096)","SUM_AMOUNT_24H: 141,385,680.00 → 119,719,979.40 (-21,665,700.60), COUNT_24H: 16.00 → 5.00 (-11.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.75 → 0.61 (-0.14)",Transfer,Outside_bank,2019-11-01,Fri,10,1,443850.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and unusual transaction sequence position (transaction number: 5), and high historical average transaction size (4,369,996.85).","SUM_AMOUNT_24H (+2.3405), TRANS_NO (+0.7871), HIST_AVG_TRANS_AMOUNT (+0.6919)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+1.0403), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4373), HIST_TRANS_COUNT × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3107)","SUM_AMOUNT_24H: 141,385,680.00 → 19,999,939.01 (-121,385,740.99)",Transfer,Within_bank,2019-11-01,Fri,10,5,9410000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.8046452,"Flagged due to: high 24-hour transaction volume sum (140,750,430.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 74.6% of 7d sum).","SUM_AMOUNT_24H (+2.1498), COUNT_24H (+0.7635), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6649)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.9371), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4752), HIST_TRANS_COUNT × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3094)","SUM_AMOUNT_24H: 140,750,430.00 → 119,719,933.91 (-21,030,496.09), COUNT_24H: 16.00 → 5.00 (-11.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.75 → 0.61 (-0.14)",Transfer,Within_bank,2019-11-01,Fri,11,1,460000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,140750430.0,16,188648690.0,31,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.74370706,"Flagged due to: high 24-hour transaction volume sum (140,740,430.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 74.0% of 7d sum).","SUM_AMOUNT_24H (+2.1515), COUNT_24H (+0.7462), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6565)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.9346), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4891), HIST_TRANS_COUNT × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3096)","SUM_AMOUNT_24H: 140,740,430.00 → 119,719,883.98 (-21,020,546.02), COUNT_24H: 16.00 → 5.00 (-11.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.74 → 0.62 (-0.11)",Transfer,Outside_bank,2019-11-01,Fri,12,1,1600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,140740430.0,16,190248690.0,32,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.5799367,"Flagged due to: high 24-hour transaction volume sum (44,618,000.00), and amount is 4.6x higher than customer's average transaction size, and unusual transaction sequence position (transaction number: 3).","SUM_AMOUNT_24H (+1.3417), TRANS_AMOUNT_Z_SCORE (+0.8750), TRANS_NO (+0.7066)","TRANS_NO × SUM_AMOUNT_24H (+0.4052), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.3500), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2769)","SUM_AMOUNT_24H: 44,618,000.00 → 37,899,956.75 (-6,718,043.25), TRANS_AMOUNT_Z_SCORE: 4.58 → 3.72 (-0.86)",Transfer,Within_bank,2019-11-02,Sat,11,3,20020000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,44618000.0,6,225104810.0,34,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (59,895,525.00), and unusual transaction sequence position (transaction number: 4), and amount is 3.8x higher than customer's average transaction size.","SUM_AMOUNT_24H (+1.8580), TRANS_NO (+1.1200), TRANS_AMOUNT_Z_SCORE (+0.7522)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.5839), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.3815), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.2731)","SUM_AMOUNT_24H: 59,895,525.00 → 37,899,952.60 (-21,995,572.40), TRANS_NO: 4.00 → 3.00 (-1.00), TRANS_AMOUNT_Z_SCORE: 3.84 → 2.56 (-1.27)",Transfer,Within_bank,2019-11-05,Tue,9,4,16780000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,59895525.0,8,289456455.0,42,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (73,862,000.00), and unusual transaction sequence position (transaction number: 5), and amount is 8.6x higher than customer's average transaction size.","SUM_AMOUNT_24H (+2.1996), TRANS_NO (+1.2352), TRANS_AMOUNT_Z_SCORE (+1.0750)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.6632), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.5416), TRANS_NO × SUM_AMOUNT_24H (+0.4447)","SUM_AMOUNT_24H: 73,862,000.00 → 19,999,972.06 (-53,862,027.94), TRANS_AMOUNT_Z_SCORE: 8.58 → 1.87 (-6.71)",Transfer,Outside_bank,2019-11-06,Wed,9,5,37510000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,73862000.0,8,346538455.0,49,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (45,100,000.00), and amount is 9.6x higher than customer's average transaction size.","TRANS_NO (+2.0618), SUM_AMOUNT_24H (+1.4750), TRANS_AMOUNT_Z_SCORE (+0.9911)","SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.4723), TRANS_NO × SUM_AMOUNT_24H (+0.3932), HIST_AVG_TRANS_AMOUNT × TRANS_AMOUNT_Z_SCORE (+0.3395)","TRANS_NO: 6.00 → 3.00 (-3.00), SUM_AMOUNT_24H: 45,100,000.00 → 10,399,990.85 (-34,700,009.15), TRANS_AMOUNT_Z_SCORE: 9.61 → 0.11 (-9.50)",Transfer,Outside_bank,2019-11-27,Wed,8,6,42000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,45100000.0,4,57883900.0,6,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 14), and high 24-hour transaction volume sum (56,520,000.00), and amount is 12.9x higher than customer's average transaction size.","TRANS_NO (+2.9103), SUM_AMOUNT_24H (+2.3822), TRANS_AMOUNT_Z_SCORE (+1.2021)","TRANS_NO × SUM_AMOUNT_24H (+0.8912), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.5968), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.5074)","SUM_AMOUNT_24H: 56,520,000.00 → 10,399,951.19 (-46,120,048.81)",Transfer,Outside_bank,2019-12-09,Mon,11,14,56520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,56520000.0,1,96520000.0,2,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (58,600,000.00), and unusual transaction sequence position (transaction number: 8), and amount is 11.6x higher than customer's average transaction size.","SUM_AMOUNT_24H (+2.2577), TRANS_NO (+2.2051), TRANS_AMOUNT_Z_SCORE (+0.9747)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.6507), TRANS_NO × SUM_AMOUNT_24H (+0.5990), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.5014)","SUM_AMOUNT_24H: 58,600,000.00 → 14,499,948.68 (-44,100,051.32)",Transfer,Outside_bank,2019-12-25,Wed,10,8,50600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,58600000.0,3,61280000.0,11,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
331,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -3.095), and unusual activity in feature 'DAY_OF_WEEK' (value: 7.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 3.0).","ACTIVITY_SEQ_RARITY (+4.0962), DAY_OF_WEEK (+0.5335), HIST_TRANS_COUNT (+0.5280)","HIST_TRANS_COUNT × ACTIVITY_SEQ_RARITY (+0.5424), ACTIVITY_SEQ_RARITY × DAY_OF_WEEK (+0.5138), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.4037)",,Transfer,Outside_bank,2019-03-06,Wed,9,2,12000000.0,M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,12000000.0,1,12000000.0,1,3490298.725,6480000.0,3,0.0,-3.09494562650896
331,1,0.96716183,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -3.095), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 3.0), and unusual activity in feature 'DAY_OF_WEEK' (value: 7.0).","ACTIVITY_SEQ_RARITY (+4.1162), HIST_TRANS_COUNT (+0.9980), DAY_OF_WEEK (+0.4525)","HIST_TRANS_COUNT × ACTIVITY_SEQ_RARITY (+0.7769), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.6769), ACTIVITY_SEQ_RARITY × DAY_OF_WEEK (+0.5019)",,Transfer,Outside_bank,2019-03-13,Wed,12,1,440000.0,M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,440000.0,1,440000.0,1,3490298.725,6480000.0,3,0.0,-3.09494562650896
331,1,0.67276126,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -3.095), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 3.0), and unusual activity in feature 'VERIFY_METHOD' (value: 1.0).","ACTIVITY_SEQ_RARITY (+3.7699), HIST_TRANS_COUNT (+0.5660), VERIFY_METHOD (+0.3213)","HIST_TRANS_COUNT × ACTIVITY_SEQ_RARITY (+0.5710), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.4005), ACTIVITY_SEQ_RARITY × VERIFY_METHOD (+0.2819)",,Transfer,Within_bank,2019-03-19,Tue,10,1,7000000.0,M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,7000000.0,1,7440000.0,2,3490298.725,6480000.0,3,0.0,-3.09494562650896
386,1,1.0,"Flagged due to: high 24-hour transaction volume sum (380,550,000.00), and amount is 22.6x higher than customer's average transaction size, and high 7-day transaction volume sum (383,615,000.00).","SUM_AMOUNT_24H (+4.3418), TRANS_AMOUNT_Z_SCORE (+1.0011), SUM_AMOUNT_7D (+0.3231)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (+0.2176), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2025), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.1308)","SUM_AMOUNT_24H: 380,550,000.00 → 295,837,399.09 (-84,712,600.91)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,380550000.0,2,383615000.0,5,114440623.53400001,16809085.8,70,0.0613514461431119,-1.1726365957821143
386,1,0.53505653,"Flagged due to: high 24-hour transaction volume sum (390,550,000.00), and high 7-day transaction volume sum (393,315,000.00), and sudden transaction volume spike (24h sum is 99.3% of 7d sum).","SUM_AMOUNT_24H (+4.1501), SUM_AMOUNT_7D (+0.2939), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.1430)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (+0.1674), BENFORD_DEV × SUM_AMOUNT_24H (+0.1003), HIST_AVG_CA_BALANCE × SUM_AMOUNT_24H (-0.0970)","SUM_AMOUNT_24H: 390,550,000.00 → 366,019,948.83 (-24,530,051.17), SUM_AMOUNT_7D: 393,315,000.00 → 373,189,909.47 (-20,125,090.53), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.99 → 0.61 (-0.38)",Transfer,Within_bank,2019-10-21,Mon,14,1,10000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,390550000.0,3,393315000.0,5,114440623.53400001,16809085.8,70,0.0613514461431119,-1.1726365957821143
