TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
941695,88,1,1.0,"Flagged due to: transaction amount is 9.2x higher than historical average, and transaction amount is 6.5x higher than 30-day average transaction size, and transaction amount covers 4.5x monthly average balance.","TRANS_AMOUNT_Z_SCORE (+2.6002), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.3517), BALANCE_COVERAGE_RATIO (+0.8013)","TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.4030), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3137), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3094)","TRANS_AMOUNT: 40,000,000.00 -> 35,646,514.89 (-4,353,485.11)",Transfer,Outside_bank,2019-12-03,Tue,8,1,40000000.0,578140,iOS,238.125.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,Commercial associate,40000000.0,1,40000000.0,1,40000000.0,1,40000000.0,1,86216000.0,7,289763377.0,47,8844481.102,4369996.853994491,363,5.041666666666667,1,788.0,LOGIN,0.47846153110059186,650.0,0.03889746598194539,-1.441169318574772
941864,88,1,1.0,"Flagged due to: transaction amount is 12.9x higher than historical average, and transaction amount covers 6.4x monthly average balance, and transaction amount is 4.9x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.8864), BALANCE_COVERAGE_RATIO (+0.8794), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.5637)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4582), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.2465), HIST_BIOMETRIC_RATIO × TRANS_AMOUNT_Z_SCORE (+0.1744)","TRANS_AMOUNT: 56,520,000.00 -> 42,555,046.92 (-13,964,953.08)",Transfer,Outside_bank,2019-12-09,Mon,11,14,56520000.0,483817,iOS,41.119.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,Commercial associate,56520000.0,1,56520000.0,1,56520000.0,1,56520000.0,1,96520000.0,2,171756852.0,15,8844481.102,4369996.853994491,363,6.125,1,935.0,LOGIN_FINGER,0.477929977504871,657.0,0.03889746598194539,-1.441169318574772
941740,88,1,0.718152642250061,"Flagged due to: transaction amount is 11.6x higher than historical average, and transaction amount covers 5.7x monthly average balance, and transaction amount is 5.6x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.8846), BALANCE_COVERAGE_RATIO (+0.8673), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3807)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4582), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.2589), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2224)","TRANS_AMOUNT: 50,600,000.00 -> 42,555,062.48 (-8,044,937.52)",Transfer,Outside_bank,2019-12-25,Wed,10,8,50600000.0,50420,iOS,235.151.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,Commercial associate,50600000.0,1,50600000.0,1,58600000.0,3,59690000.0,5,61280000.0,11,207759030.0,23,8844481.102,4369996.853994491,363,0.7916666666666666,3,1318.0,LOGIN_FINGER,0.47838616025380176,694.0,0.03889746598194539,-1.441169318574772
1392589,107,1,0.8626977205276489,"Flagged due to: transaction amount covers 174.3x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%), and unusual combination of high transaction amount shortly after a security credential update (combined score: 0.00).","BALANCE_COVERAGE_RATIO (+2.9402), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4423), SEC_AMOUNT_COMBINED (+0.2570)","TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2335), BALANCE_COVERAGE_RATIO × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1856), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.1807)","TRANS_AMOUNT: 20,100,000.00 -> 10,278,032.68 (-9,821,967.32)",Transfer,Outside_bank,2019-08-16,Fri,15,1,20100000.0,518858,iOS,115.102.xx.xx (HP),M,2019-08-05,1999-07-24,0,2019-08-06,BRANCH,0,SMART_OTP,Unemployed,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,115295.11000000002,10113000.0,2,10.625,1,0.0,LOGIN,0.0,1.0,0.0,-1.0859987458586398
959032,135,1,0.9273290038108826,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 57.22), and transaction amount covers 29.4x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.8771), BALANCE_COVERAGE_RATIO (+1.5120), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4034)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.3630), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1852), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1835)","TRANS_AMOUNT: 16,500,000.00 -> 15,746,090.41 (-753,909.59)",Transfer,Outside_bank,2019-09-05,Thu,18,2,16500000.0,401209,Android,24.157.xx.xx (HCM),M,2019-07-24,1986-10-20,0,2019-07-25,BRANCH,1,SMART_OTP,Working,26500000.0,2,26500000.0,2,26500000.0,2,26500000.0,2,26500000.0,2,26500000.0,2,561351.0333333333,10230000.0,10,30.291666666666668,1,988.0,LOGIN_FINGER,0.3636360330581518,11.0,0.5917514130515289,-1.3626830247620028
959039,135,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 58.11), and transaction amount covers 26.7x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.9019), BALANCE_COVERAGE_RATIO (+1.2548), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4586)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.3617), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1852), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1835)","TRANS_AMOUNT: 15,000,000.00 -> 10,754,256.25 (-4,245,743.75)",Transfer,Within_bank,2019-11-06,Wed,12,1,15000000.0,198496,Android,252.92.xx.xx (HN),M,2019-07-24,1986-10-20,0,2019-07-25,BRANCH,1,SMART_OTP,Working,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,561351.0333333333,10230000.0,10,32.666666666666664,1,2470.0,LOGIN_FINGER,0.4571427265306495,35.0,0.5917514130515289,-1.3626830247620028
959033,135,1,0.8498742580413818,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 59.79), and transaction amount covers 17.8x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.7304), BALANCE_COVERAGE_RATIO (+0.8299), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4015)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1957), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1780), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1276)","TRANS_AMOUNT: 10,000,000.00 -> 4,914,913.18 (-5,085,086.82)",Transfer,Within_bank,2019-12-16,Mon,9,2,10000000.0,832548,Android,101.166.xx.xx (HCM),M,2019-07-24,1986-10-20,0,2019-07-25,BRANCH,1,SMART_OTP,Working,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,561351.0333333333,10230000.0,10,39.833333333333336,1,1.0,LOGIN,0.4705881430219327,51.0,0.5917514130515289,-1.3626830247620028
970991,143,1,1.0,"Flagged due to: transaction amount covers 318.2x monthly average balance, and transaction amount is 5.9x higher than historical average, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","BALANCE_COVERAGE_RATIO (+2.8688), TRANS_AMOUNT_Z_SCORE (+0.6181), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4209)","BENFORD_DEV × BALANCE_COVERAGE_RATIO (-0.2459), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2412), BALANCE_COVERAGE_RATIO × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1907)","TRANS_AMOUNT: 33,000,000.00 -> 9,246,474.27 (-23,753,525.73)",Transfer,Outside_bank,2019-09-11,Wed,12,1,33000000.0,789505,iOS,5.117.xx.xx (HP),F,2019-09-10,1982-12-24,0,2019-09-10,BRANCH,1,SMART_OTP,Working,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,103723.49,5556666.666666667,6,1.5,1,17.0,LOGIN,0.0,3.0,0.7048483079474323,-1.5102239753915914
1262697,226,1,0.5914646983146667,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 58.94), and transaction amount leading digits deviation from Benford's Law (score: 1.2583), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.8617), BENFORD_DEV (+1.3679), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3907)","BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.3652), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2003), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1416)","TRANS_AMOUNT: 50,000,000.00 -> 44,515,228.27 (-5,484,771.73)",Transfer,Outside_bank,2019-11-24,Sun,19,1,50000000.0,315965,iOS,169.116.xx.xx (HCM),F,2019-10-29,1986-04-10,0,2019-10-29,BRANCH,1,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,22270202.773333333,40000000.0,5,26.791666666666668,1,628.0,LOGIN_FACEID,0.45454504132268975,11.0,1.2582533462092105,-1.269749901092123
1412401,227,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.78), and transaction amount covers 28.9x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+3.4139), BALANCE_COVERAGE_RATIO (+1.2563), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.5105)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.2468), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2182), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1902)","TRANS_AMOUNT: 47,950,000.00 -> 11,422,202.01 (-36,527,797.99)",Transfer,Outside_bank,2019-12-04,Wed,10,1,47950000.0,2944,iOS,129.23.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,1661362.5,48425000.0,2,47.875,1,1815.0,LOGIN,0.299999850000075,20.0,0.0,-1.0463935568080418
1391921,317,1,0.7771599292755127,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 55.63), and transaction amount leading digits deviation from Benford's Law (score: 1.0020), and transaction amount covers 15.9x monthly average balance.","DAYS_AMOUNT_COMBINED (+1.3715), BENFORD_DEV (+1.2279), BALANCE_COVERAGE_RATIO (+0.7261)","BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4138), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1812), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1772)","TRANS_AMOUNT: 600,000.00 -> 132,804.68 (-467,195.32)",Payment,Credit_card_repayment,2019-06-26,Wed,11,2,600000.0,NaN,Android,202.161.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,600000.0,1,600000.0,1,600000.0,1,600000.0,1,600000.0,1,600000.0,1,37697.706666666665,2105881.5714285714,7,64.45833333333333,0,1537.0,LOGIN,0.09090900826453795,11.0,1.001997935597524,-1.0845402446682986
1391917,317,1,1.0,"Flagged due to: transaction amount covers 69.0x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 50.16), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.2108), DAYS_AMOUNT_COMBINED (+1.6857), BENFORD_DEV (+1.1098)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4125), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1789)","TRANS_AMOUNT: 2,600,000.00 -> 1,515,619.47 (-1,084,380.53)",Payment,Credit_card_repayment,2019-07-25,Thu,7,1,2600000.0,NaN,Android,125.42.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,3200000.0,2,37697.706666666665,2105881.5714285714,7,28.833333333333332,0,2229.0,LOGIN,0.1333332444445037,15.0,1.001997935597524,-1.0845402446682986
