TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,LIMIT_UTILIZATION_VELOCITY,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
1262697,226,1,0.9079464077949524,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 58.94), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.4598), NEW_DEVICE_FLAG (+1.4060), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3837)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.8402), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1256), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.0820)","TRANS_AMOUNT: 50,000,000.00 -> 12,293,577.19 (-37,706,422.81)",Transfer,Outside_bank,2019-11-24,Sun,19,1,50000000.0,315965,58f090af951ca5bb,iOS,169.116.xx.xx (HCM),F,2019-10-29,1986-04-10,0,2019-10-29,BRANCH,1,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,22270202.773333333,40000000.0,5,26.791666666666668,1,628.0,LOGIN_FACEID,0.45454504132268975,11.0,0.0,-1.269749901092123,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1412402,227,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 59.95), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount covers 29.4x monthly average balance.","DAYS_AMOUNT_COMBINED (+2.2507), NEW_DEVICE_FLAG (+1.2128), BALANCE_COVERAGE_RATIO (+0.8805)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6485), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.5205), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (-0.2829)","TRANS_AMOUNT: 48,900,000.00 -> 9,158,210.56 (-39,741,789.44)",Transfer,Outside_bank,2019-10-17,Thu,13,1,48900000.0,757012,12302cd47a5982ee,iOS,202.8.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,1661362.5,48425000.0,2,28.541666666666668,1,666.0,LOGIN,0.0,7.0,0.0,-1.0463935568080418,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1412401,227,1,0.5162665247917175,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.78), and transaction amount covers 28.9x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.8848), BALANCE_COVERAGE_RATIO (+1.0802), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3887)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.4577), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.2467), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1508)","TRANS_AMOUNT: 47,950,000.00 -> 32,200,995.68 (-15,749,004.32)",Transfer,Outside_bank,2019-12-04,Wed,10,1,47950000.0,2944,12302cd47a5982ee,iOS,129.23.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,1661362.5,48425000.0,2,47.875,1,1815.0,LOGIN,0.299999850000075,20.0,0.0,-1.0463935568080418,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
90144,331,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 60.68), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and recent security credential modification (0.0 hours ago).","DAYS_AMOUNT_COMBINED (+2.6691), NEW_DEVICE_FLAG (+1.5368), HOURS_SINCE_SEC_EVENT (+0.9363)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.8372), HOURS_SINCE_SEC_EVENT × ACTIVITY_SEQ_RARITY (+0.4721), ACTIVITY_SEQ_RARITY × SEC_AMOUNT_COMBINED (+0.1518)","TRANS_AMOUNT: 12,000,000.00 -> 5,836.49 (-11,994,163.51)",Transfer,Outside_bank,2019-03-06,Wed,9,2,12000000.0,63398,925ef76ab4877be6,iOS,196.198.xx.xx (HCM),M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,Unemployed,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,3490298.725,6480000.0,3,40.375,1,0.0,LOGIN,0.0,0.0,0.0,-2.5092054678419475,1.0,1,0.831731947333013,4.770719233631662e-05,0.0,0,0.0
1321915,444,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 58.23), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.4702), NEW_DEVICE_FLAG (+1.5344), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4091)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.8514), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1962), NEW_DEVICE_FLAG × TRANS_AMOUNT_Z_SCORE (+0.1326)","TRANS_AMOUNT: 8,500,000.00 -> 2,875,045.30 (-5,624,954.70)",Transfer,Outside_bank,2019-12-11,Wed,11,1,8500000.0,104895,fa6094feeb3859fd,Android,145.67.xx.xx (BD),F,2019-11-04,1996-09-30,0,2019-11-04,BRANCH,1,SMART_OTP,Working,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,1562590.86,2253333.3333333335,6,37.458333333333336,1,881.0,LOGIN,0.0,4.0,0.0,-1.2873481467500856,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1413542,456,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 55.12), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.1675), NEW_DEVICE_FLAG (+1.4162), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3965)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6584), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1988), HIST_BIOMETRIC_RATIO × NEW_DEVICE_FLAG (+0.1319)","TRANS_AMOUNT: 1,800,000.00 -> 1,046,950.72 (-753,049.28)",Transfer,Outside_bank,2019-03-09,Sat,22,1,1800000.0,120393,55316f920cfb039a,Android,158.235.xx.xx (TH),M,2019-01-23,1984-03-25,0,2019-01-24,BRANCH,1,SMS,Working,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,230504.35272727272,3900000.0,2,44.916666666666664,1,1060.0,LOGIN,0.49999750001249993,2.0,0.0,-1.5936949953200494,1.0,1,0.7112214308695028,0.0,0.0,0,1.0
1182733,470,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.95), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.6900), NEW_DEVICE_FLAG (+1.4305), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4384)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6653), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.2574), NEW_DEVICE_FLAG × TRANS_AMOUNT_Z_SCORE (+0.1252)","TRANS_AMOUNT: 50,000,000.00 -> 375,795.36 (-49,624,204.64)",Transfer,Outside_bank,2019-05-08,Wed,14,1,50000000.0,69129,b329404247ca5b68,Android,204.70.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,3666343.766363636,12919000.0,18,67.58333333333333,1,1612.0,LOGIN,0.4891304081994343,184.0,0.0,-0.795191579133574,1.0,1,0.7112214308695028,0.0,0.0,0,1.0
1182730,470,1,0.6326970458030701,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.15), and long inactivity period (82.0 days since last transaction), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.9969), DAYS_SINCE_LAST_TRANS (+1.3441), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3939)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.6126), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.1886), DAYS_SINCE_LAST_TRANS × DAYS_AMOUNT_COMBINED (+0.1519)","TRANS_AMOUNT: 5,000,000.00 -> 1,925,778.39 (-3,074,221.61)",Transfer,Outside_bank,2019-10-05,Sat,10,1,5000000.0,379135,b329404247ca5b68,Android,127.130.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,3666343.766363636,12919000.0,18,81.95833333333333,1,5208.0,LOGIN_FINGER,0.4830339224943329,501.0,0.0,-0.795191579133574,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
989774,471,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 71.35), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual behavior in feature 'LIMIT_UTILIZATION_VELOCITY' (value: 0.53).","DAYS_AMOUNT_COMBINED (+2.5334), NEW_DEVICE_FLAG (+1.4851), LIMIT_UTILIZATION_VELOCITY (+1.1369)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.7099), LIMIT_UTILIZATION_VELOCITY × VELOCITY_RATIO_AMOUNT_7D_VS_30D (-0.1965), LIMIT_UTILIZATION_VELOCITY × DAYS_AMOUNT_COMBINED (-0.1633)",,Transfer,Within_bank,2019-07-18,Thu,6,2,150000000.0,483817,65ca5ccec5b9d966,iOS,223.82.xx.xx (HCM),F,2019-06-05,1981-09-08,0,2019-06-05,BRANCH,1,SMS,State servant,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,36690057.17285714,69960000.0,10,43.25,1,993.0,LOGIN,0.0,0.0,0.0,-1.0106583811507186,1.0,1,0.7112214308695028,0.0,0.5330894736842106,0,0.0
646993,482,1,0.6300913095474243,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 1.00), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount is 2.8x higher than historical average.","TRANS_HOUR (+3.1220), NEW_DEVICE_FLAG (+0.7130), TRANS_AMOUNT_Z_SCORE (+0.4748)","TRANS_HOUR × NEW_DEVICE_FLAG (-0.4691), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2065), NEW_DEVICE_FLAG × TRANS_AMOUNT_Z_SCORE (+0.1281)","TRANS_AMOUNT: 3,000,000.00 -> 2,587,537.77 (-412,462.23)",Transfer,Outside_bank,2019-07-21,Sun,1,1,3000000.0,90633,8de02a9913262131,Web,168.55.xx.xx (CT),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,5400000.0,3,7750000.0,7,17852000.0,15,2043493.01,1063369.5988023952,167,1.125,1,825.0,LOGIN,0.3846152366864474,26.0,0.2149680305747076,-1.3216419008590108,1.0,1,0.7921388953490791,2.8624315401789974e-05,0.0,0,1.0
1072748,484,1,0.6203245520591736,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and sudden 24h spending volume spike relative to 7 days (ratio: 100.0%), and transaction amount is 1.8x higher than 30-day average transaction size.","TRANS_HOUR (+3.7272), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5026), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1550)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5273), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2673), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.0919)","TRANS_AMOUNT: 2,000,000.00 -> 847,007.75 (-1,152,992.25)",Transfer,Outside_bank,2019-08-29,Thu,0,1,2000000.0,191343,285693dc46ca88fa,Android,188.32.xx.xx (NA),M,2019-06-24,1993-10-11,0,2019-06-25,BRANCH,1,SMART_OTP,Working,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,4541000.0,4,8056499.062857143,4645096.153846154,104,7.208333333333333,1,999.0,LOGIN,0.49999989130437145,46.0,0.19655106327844615,-1.166028856773688,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
