CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,0.006140689365565777,"Flagged due to: unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction count (6 transfers), and high 7-day transaction count (27 transfers).","HIST_TRANS_COUNT (+0.3690), COUNT_24H (+0.3207), COUNT_7D (+0.2558)","COUNT_24H × SUM_AMOUNT_48H (-0.1559), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1499), TRANS_NO × SUM_AMOUNT_48H (-0.1459)",COUNT_7D: 27.00 -> 21.00 (-6.00),Transfer,Outside_bank,2019-10-17,Thu,20,4,6115900.0,898502,iOS,253.28.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,35604880.0,2,47583430.0,4,51651430.0,6,56857430.0,9,94366430.0,27,554908870.0,146,8844481.102,4369996.853994491,363,0.0,6,537.0,LOGIN,0.46571427240816365,350.0,0.03889746598194539,-1.441169318574772
88,1,0.14511089026927948,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction count (8 transfers).","TRANS_NO (+2.1462), HIST_TRANS_COUNT (+0.4570), COUNT_24H (+0.3705)","TRANS_NO × SUM_AMOUNT_48H (+0.4744), TRANS_NO × COUNT_30D (+0.1740), TRANS_NO × SUM_AMOUNT_24H (+0.1552)",,Transfer,Within_bank,2019-10-18,Fri,9,6,26841600.0,19034,iOS,195.177.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,28541600.0,2,28541600.0,2,80193030.0,8,81841030.0,9,118012030.0,27,583450470.0,148,8844481.102,4369996.853994491,363,0.041666666666666664,8,550.0,LOGIN,0.46478871930172627,355.0,0.03889746598194539,-1.441169318574772
88,1,0.012117930687963963,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 4.0), and high 24-hour transaction count (11 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7102), COUNT_24H (+0.3998), HIST_TRANS_COUNT (+0.3615)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), COUNT_1H × SUM_AMOUNT_48H (+0.1800), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1632)",COUNT_1H: 4.00 -> 2.00 (-2.00),Transfer,Within_bank,2019-10-18,Fri,15,1,3500000.0,245438,iOS,201.6.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,17171200.0,4,17171200.0,4,96067830.0,11,100135830.0,13,137954830.0,32,559707270.0,144,8844481.102,4369996.853994491,363,0.041666666666666664,10,556.0,LOGIN,0.46575341189716685,365.0,0.03889746598194539,-1.441169318574772
88,1,0.031887225806713104,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 4.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction count (11 transfers).","COUNT_1H (+0.7776), HIST_TRANS_COUNT (+0.4259), COUNT_24H (+0.4133)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), COUNT_1H × SUM_AMOUNT_48H (+0.1875), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1658)",,Transfer,Outside_bank,2019-10-18,Fri,15,1,10000000.0,644001,iOS,240.239.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,17171200.0,4,17171200.0,4,96067830.0,11,100135830.0,13,137954830.0,32,559707270.0,144,8844481.102,4369996.853994491,363,0.0,11,556.0,LOGIN,0.46575341189716685,365.0,0.03889746598194539,-1.441169318574772
88,1,0.7247552275657654,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'COUNT_1H' (value: 3.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.9732), COUNT_1H (+0.8097), HIST_TRANS_COUNT (+0.4580)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), TRANS_NO × COUNT_30D (+0.1740), TRANS_NO × SUM_AMOUNT_48H (+0.1500)",,Transfer,Within_bank,2019-10-19,Sat,9,6,9229520.0,93767,iOS,86.248.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,13361120.0,3,17111120.0,4,63895520.0,10,117246950.0,17,143649950.0,31,569880390.0,145,8844481.102,4369996.853994491,363,0.041666666666666664,9,574.0,LOGIN,0.46648792315045784,373.0,0.03889746598194539,-1.441169318574772
88,1,0.034536950290203094,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 3.0), and high 24-hour transaction count (10 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7207), COUNT_24H (+0.4499), HIST_TRANS_COUNT (+0.3625)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1067)",,Transfer,Outside_bank,2019-10-19,Sat,9,1,1631600.0,317070,iOS,70.10.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,13361120.0,3,17111120.0,4,63895520.0,10,117246950.0,17,143649950.0,31,569880390.0,145,8844481.102,4369996.853994491,363,0.0,10,574.0,LOGIN,0.46648792315045784,373.0,0.03889746598194539,-1.441169318574772
88,1,0.038337089121341705,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 4.0), and high 24-hour transaction count (11 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7207), COUNT_24H (+0.4953), HIST_TRANS_COUNT (+0.3625)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), SUM_AMOUNT_1H × COUNT_24H (+0.1233), COUNT_24H × HIST_LOGIN_COUNT (-0.1201)",,Transfer,Outside_bank,2019-10-19,Sat,10,1,3204000.0,119512,iOS,56.169.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,26791800.0,4,29291800.0,5,52984600.0,11,131529630.0,18,159580630.0,33,577515070.0,145,8844481.102,4369996.853994491,363,0.041666666666666664,10,575.0,LOGIN_FINGER,0.46542551953655537,376.0,0.03889746598194539,-1.441169318574772
88,1,0.7575017213821411,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'COUNT_1H' (value: 4.0), and high 24-hour transaction count (11 transfers).","TRANS_NO (+1.9732), COUNT_1H (+0.8097), COUNT_24H (+0.4703)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), TRANS_NO × COUNT_30D (+0.1740), TRANS_NO × SUM_AMOUNT_48H (+0.1500)",,Transfer,Within_bank,2019-10-19,Sat,10,6,12726680.0,528930,iOS,226.13.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,26791800.0,4,29291800.0,5,52984600.0,11,131529630.0,18,159580630.0,33,577515070.0,145,8844481.102,4369996.853994491,363,0.0,11,575.0,LOGIN_FINGER,0.46542551953655537,376.0,0.03889746598194539,-1.441169318574772
88,1,0.1669362336397171,"Flagged due to: unusual transaction sequence position (transaction number: 5), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (35 transfers).","TRANS_NO (+1.8366), HIST_TRANS_COUNT (+0.3937), COUNT_7D (+0.3881)","TRANS_NO × SUM_AMOUNT_48H (+0.3063), TRANS_NO × COUNT_30D (+0.1740), TRANS_NO × HOURS_SINCE_SEC_EVENT (+0.1314)",,Transfer,Within_bank,2019-10-19,Sat,11,5,2968000.0,450535,iOS,58.91.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,3264000.0,2,32555800.0,7,53477000.0,12,134793630.0,20,162844630.0,35,580779070.0,147,8844481.102,4369996.853994491,363,0.041666666666666664,11,576.0,LOGIN,0.46684348894314354,377.0,0.03889746598194539,-1.441169318574772
88,1,0.011839228682219982,"Flagged due to: high 24-hour transaction count (12 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (35 transfers).","COUNT_24H (+0.4109), HIST_TRANS_COUNT (+0.3625), COUNT_7D (+0.3253)","COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1067), UNIQUE_BENEFICIARIES_24H × VELOCITY_RATIO_AMOUNT_1H_VS_24H (-0.0933)",COUNT_7D: 35.00 -> 20.00 (-15.00),Transfer,Outside_bank,2019-10-19,Sat,11,1,296000.0,942238,iOS,11.202.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,3264000.0,2,32555800.0,7,53477000.0,12,134793630.0,20,162844630.0,35,580779070.0,147,8844481.102,4369996.853994491,363,0.0,12,576.0,LOGIN,0.46684348894314354,377.0,0.03889746598194539,-1.441169318574772
88,1,0.007872319780290127,"Flagged due to: high 24-hour transaction count (13 transfers), and high 7-day transaction count (34 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_24H (+0.4109), COUNT_7D (+0.3137), HIST_TRANS_COUNT (+0.3048)","COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1014), UNIQUE_BENEFICIARIES_24H × VELOCITY_RATIO_AMOUNT_1H_VS_24H (-0.0933)","COUNT_24H: 13.00 -> 6.00 (-7.00), COUNT_7D: 34.00 -> 21.00 (-13.00)",Transfer,Outside_bank,2019-10-19,Sat,13,1,838200.0,917102,iOS,74.98.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,838200.0,1,20032880.0,5,54315200.0,13,135631830.0,21,159494830.0,34,565397270.0,147,8844481.102,4369996.853994491,363,0.08333333333333333,13,578.0,LOGIN_FINGER,0.46578946142659317,380.0,0.03889746598194539,-1.441169318574772
88,1,0.018633345142006874,"Flagged due to: high 24-hour transaction count (11 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (35 transfers).","COUNT_24H (+0.4264), HIST_TRANS_COUNT (+0.3903), COUNT_7D (+0.3157)","SUM_AMOUNT_24H × COUNT_48H (+0.1711), COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1067)",,Transfer,Within_bank,2019-10-19,Sat,16,1,6000000.0,592473,iOS,101.213.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,9296000.0,2,10134200.0,3,46440000.0,11,142507830.0,22,167142830.0,35,555558620.0,144,8844481.102,4369996.853994491,363,0.125,10,581.0,LOGIN_FINGER,0.4659685741893044,382.0,0.03889746598194539,-1.441169318574772
88,1,0.013903199695050716,"Flagged due to: high 24-hour transaction count (11 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (35 transfers).","COUNT_24H (+0.4499), HIST_TRANS_COUNT (+0.3625), COUNT_7D (+0.3253)","SUM_AMOUNT_24H × COUNT_48H (+0.1711), COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1067)",,Transfer,Outside_bank,2019-10-19,Sat,16,2,3296000.0,214972,iOS,52.141.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,9296000.0,2,10134200.0,3,46440000.0,11,142507830.0,22,167142830.0,35,555558620.0,144,8844481.102,4369996.853994491,363,0.0,11,581.0,LOGIN_FINGER,0.4659685741893044,382.0,0.03889746598194539,-1.441169318574772
88,1,0.007129589095711708,"Flagged due to: high 24-hour transaction count (12 transfers), and high 7-day transaction count (36 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_24H (+0.4109), COUNT_7D (+0.3137), HIST_TRANS_COUNT (+0.3048)","SUM_AMOUNT_24H × COUNT_48H (+0.1711), COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_48H × COUNT_30D (+0.1014)","COUNT_24H: 12.00 -> 6.00 (-6.00), COUNT_7D: 36.00 -> 21.00 (-15.00)",Transfer,Within_bank,2019-10-19,Sat,17,1,413000.0,486015,iOS,248.15.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,413000.0,1,9709000.0,3,46853000.0,12,142920830.0,23,167555830.0,36,552321620.0,143,8844481.102,4369996.853994491,363,0.041666666666666664,12,582.0,LOGIN_FINGER,0.4661458211941193,384.0,0.03889746598194539,-1.441169318574772
88,1,0.014765080064535141,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (39 transfers).","TRANS_NO (+2.1069), HIST_TRANS_COUNT (+0.3573), COUNT_7D (+0.2688)","TRANS_NO × SUM_AMOUNT_48H (+0.4809), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1845), TRANS_NO × COUNT_30D (+0.1740)",,Transfer,Within_bank,2019-10-21,Mon,11,6,8421000.0,715281,iOS,210.146.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,8421000.0,1,10001000.0,2,17086440.0,5,30897640.0,11,181346270.0,39,552042060.0,141,8844481.102,4369996.853994491,363,0.041666666666666664,5,624.0,LOGIN_FINGER,0.4671717053744519,396.0,0.03889746598194539,-1.441169318574772
