CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 12), and high 24-hour transaction volume sum (51,651,430.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+2.5219), SUM_AMOUNT_24H (+1.7576), HIST_AVG_TRANS_AMOUNT (+0.6134)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8978), TRANS_NO × SUM_AMOUNT_7D (+0.3039), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.2807)","TRANS_NO: 12.00 → 2.00 (-10.00), SUM_AMOUNT_24H: 51,651,430.00 → 16,112,995.14 (-35,538,434.86)",Transfer,Within_bank,2019-10-17,Thu,20,12,29488980.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,51651430.0,6,94366430.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (80,193,030.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+2.5978), SUM_AMOUNT_24H (+1.8180), HIST_AVG_TRANS_AMOUNT (+0.6448)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.9025), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.3028), TRANS_NO × SUM_AMOUNT_7D (+0.2790)","TRANS_NO: 6.00 → 2.00 (-4.00), SUM_AMOUNT_24H: 80,193,030.00 → 5,899,975.27 (-74,293,054.73)",Transfer,Within_bank,2019-10-18,Fri,9,6,26841600.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,80193030.0,8,118012030.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (63,895,520.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+2.6464), SUM_AMOUNT_24H (+1.6566), HIST_AVG_TRANS_AMOUNT (+0.5962)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8682), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.3072), TRANS_NO × ACTIVITY_SEQ_RARITY (+0.1680)","TRANS_NO: 6.00 → 3.00 (-3.00), SUM_AMOUNT_24H: 63,895,520.00 → 17,999,986.64 (-45,895,533.36)",Transfer,Within_bank,2019-10-19,Sat,9,6,9229520.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,63895520.0,10,143649950.0,31,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (52,984,600.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+2.7087), SUM_AMOUNT_24H (+1.6934), HIST_AVG_TRANS_AMOUNT (+0.6225)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8961), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.3072), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.2313)","TRANS_NO: 6.00 → 3.00 (-3.00), SUM_AMOUNT_24H: 52,984,600.00 → 5,999,989.81 (-46,984,610.19)",Transfer,Within_bank,2019-10-19,Sat,10,6,12726680.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,52984600.0,11,159580630.0,33,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.5688175,"Flagged due to: unusual transaction sequence position (transaction number: 5), and high 24-hour transaction volume sum (53,477,000.00), and high 24-hour transaction count (12 transfers).","TRANS_NO (+2.3244), SUM_AMOUNT_24H (+1.3069), COUNT_24H (+0.3266)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.5169), TRANS_AMOUNT × SUM_AMOUNT_24H (-0.3403), TRANS_AMOUNT × HIST_AVG_TRANS_AMOUNT (-0.2006)","SUM_AMOUNT_24H: 53,477,000.00 → 19,999,969.01 (-33,477,030.99)",Transfer,Within_bank,2019-10-19,Sat,11,5,2968000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,53477000.0,12,162844630.0,35,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (50,757,380.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+2.7806), SUM_AMOUNT_24H (+1.6731), HIST_AVG_TRANS_AMOUNT (+0.6290)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8833), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.3475), TRANS_NO × SUM_AMOUNT_7D (+0.2810)","TRANS_NO: 6.00 → 4.00 (-2.00), SUM_AMOUNT_24H: 50,757,380.00 → 5,999,974.19 (-44,757,405.81)",Transfer,Within_bank,2019-10-31,Thu,15,6,9138500.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,50757380.0,10,76922080.0,21,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.44844407,"Flagged due to: high 24-hour transaction volume sum (58,229,380.00), and unusual transaction sequence position (transaction number: 3), and high historical average transaction size (4,369,996.85).","SUM_AMOUNT_24H (+1.5763), TRANS_NO (+1.0366), HIST_AVG_TRANS_AMOUNT (+0.4512)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.7610), TRANS_NO × SUM_AMOUNT_24H (-0.2010), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.1454)","SUM_AMOUNT_24H: 58,229,380.00 → 49,499,993.23 (-8,729,386.77)",Transfer,Within_bank,2019-10-31,Thu,16,3,7472000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,58229380.0,11,81552640.0,21,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.92026365,"Flagged due to: high 24-hour transaction volume sum (107,223,580.00), and amount is 8.6x higher than customer's average transaction size, and sudden transaction volume spike (24h sum is 78.4% of 7d sum).","SUM_AMOUNT_24H (+1.9411), TRANS_AMOUNT_Z_SCORE (+0.6779), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5696)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.7252), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4573), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2686)","SUM_AMOUNT_24H: 107,223,580.00 → 37,899,996.47 (-69,323,583.53)",Transfer,Outside_bank,2019-11-01,Fri,7,1,37439000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,107223580.0,14,136814840.0,26,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.894908,"Flagged due to: high 24-hour transaction volume sum (137,223,580.00), and sudden transaction volume spike (24h sum is 82.3% of 7d sum), and amount is 6.9x higher than customer's average transaction size.","SUM_AMOUNT_24H (+1.9016), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6269), TRANS_AMOUNT_Z_SCORE (+0.5656)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.7263), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4573), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.2201)","SUM_AMOUNT_24H: 137,223,580.00 → 37,899,885.27 (-99,323,694.73), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.82 → 0.56 (-0.27)",Transfer,Outside_bank,2019-11-01,Fri,8,1,30000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,137223580.0,15,166814840.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 7), and high 24-hour transaction volume sum (148,743,580.00), and high 24-hour transaction count (16 transfers).","TRANS_NO (+2.4520), SUM_AMOUNT_24H (+1.9863), COUNT_24H (+0.6246)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4771), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4362), TRANS_NO × SUM_AMOUNT_24H (-0.3514)","SUM_AMOUNT_24H: 148,743,580.00 → 5,899,948.11 (-142,843,631.89)",Transfer,Within_bank,2019-11-01,Fri,9,7,11520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,148743580.0,16,178334840.0,28,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.58413154,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 75.1% of 7d sum).","SUM_AMOUNT_24H (+2.1289), COUNT_24H (+0.6345), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5913)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4924), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.3199), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3193)","SUM_AMOUNT_24H: 141,385,680.00 → 139,466,560.77 (-1,919,119.23), COUNT_24H: 16.00 → 7.00 (-9.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.75 → 0.71 (-0.04)",Transfer,Outside_bank,2019-11-01,Fri,10,1,443850.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 5), and high 24-hour transaction volume sum (141,385,680.00), and high 24-hour transaction count (16 transfers).","TRANS_NO (+2.2625), SUM_AMOUNT_24H (+1.9315), COUNT_24H (+0.6255)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4771), TRANS_NO × SUM_AMOUNT_24H (-0.4008), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3788)","SUM_AMOUNT_24H: 141,385,680.00 → 5,899,880.24 (-135,485,799.76)",Transfer,Within_bank,2019-11-01,Fri,10,5,9410000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.56264704,"Flagged due to: high 24-hour transaction volume sum (140,750,430.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 74.6% of 7d sum).","SUM_AMOUNT_24H (+2.1296), COUNT_24H (+0.6206), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5916)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4924), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.3200), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3186)","SUM_AMOUNT_24H: 140,750,430.00 → 139,466,519.39 (-1,283,910.61), COUNT_24H: 16.00 → 7.00 (-9.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.75 → 0.71 (-0.03)",Transfer,Within_bank,2019-11-01,Fri,11,1,460000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,140750430.0,16,188648690.0,31,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.55798346,"Flagged due to: high 24-hour transaction volume sum (140,740,430.00), and high 24-hour transaction count (16 transfers), and sudden transaction volume spike (24h sum is 74.0% of 7d sum).","SUM_AMOUNT_24H (+2.1165), COUNT_24H (+0.6345), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5911)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4924), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.3202), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3194)","SUM_AMOUNT_24H: 140,740,430.00 → 139,466,542.93 (-1,273,887.07), COUNT_24H: 16.00 → 7.00 (-9.00), VELOCITY_RATIO_AMOUNT_24H_VS_7D: 0.74 → 0.71 (-0.03)",Transfer,Outside_bank,2019-11-01,Fri,12,1,1600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,140740430.0,16,190248690.0,32,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 4), and high 24-hour transaction volume sum (59,895,525.00), and high historical average transaction size (4,369,996.85).","TRANS_NO (+1.8664), SUM_AMOUNT_24H (+1.7147), HIST_AVG_TRANS_AMOUNT (+0.6063)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8887), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.2384), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.2308)","TRANS_NO: 4.00 → 2.00 (-2.00), SUM_AMOUNT_24H: 59,895,525.00 → 17,999,971.84 (-41,895,553.16)",Transfer,Within_bank,2019-11-05,Tue,9,4,16780000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,59895525.0,8,289456455.0,42,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 5), and high 24-hour transaction volume sum (73,862,000.00), and amount is 8.6x higher than customer's average transaction size.","TRANS_NO (+2.2245), SUM_AMOUNT_24H (+1.8168), TRANS_AMOUNT_Z_SCORE (+0.6197)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8796), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.2293), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2029)","TRANS_NO: 5.00 → 2.00 (-3.00), SUM_AMOUNT_24H: 73,862,000.00 → 16,112,935.90 (-57,749,064.10)",Transfer,Outside_bank,2019-11-06,Wed,9,5,37510000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,73862000.0,8,346538455.0,49,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.6482936,"Flagged due to: unusual transaction sequence position (transaction number: 5), and high 24-hour transaction volume sum (20,182,000.00), and high 24-hour transaction count (7 transfers).","TRANS_NO (+2.9012), SUM_AMOUNT_24H (+0.5376), COUNT_24H (+0.2543)","TRANS_NO × SUM_AMOUNT_24H (+0.8239), TRANS_NO × HIST_TRANS_COUNT (+0.1977), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.1808)","SUM_AMOUNT_24H: 20,182,000.00 → 17,999,980.72 (-2,182,019.28)",Transfer,Within_bank,2019-11-07,Thu,16,5,6320000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,20182000.0,7,329523075.0,47,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (45,100,000.00), and amount is 9.6x higher than customer's average transaction size.","TRANS_NO (+2.6996), SUM_AMOUNT_24H (+1.4416), TRANS_AMOUNT_Z_SCORE (+0.6041)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3970), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.3390), TRANS_NO × SUM_AMOUNT_7D (+0.2374)","TRANS_NO: 6.00 → 3.00 (-3.00), SUM_AMOUNT_24H: 45,100,000.00 → 5,999,995.14 (-39,100,004.86)",Transfer,Outside_bank,2019-11-27,Wed,8,6,42000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,45100000.0,4,57883900.0,6,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 14), and high 24-hour transaction volume sum (56,520,000.00), and amount is 12.9x higher than customer's average transaction size.","TRANS_NO (+2.2622), SUM_AMOUNT_24H (+1.6706), TRANS_AMOUNT_Z_SCORE (+1.5154)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.8895), TRANS_NO × TRANS_AMOUNT_Z_SCORE (-0.7433), HIST_TRANS_COUNT × TRANS_AMOUNT_Z_SCORE (+0.2822)","SUM_AMOUNT_24H: 56,520,000.00 → 5,899,970.15 (-50,620,029.85)",Transfer,Outside_bank,2019-12-09,Mon,11,14,56520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,56520000.0,1,96520000.0,2,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
