TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,BUST_OUT_UTILIZATION,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
941740,88,1,1.0,"Flagged due to: transaction amount is 11.6x higher than historical average, and transaction amount is 5.6x higher than 30-day average transaction size, and transaction amount covers 5.7x monthly average balance.","TRANS_AMOUNT_Z_SCORE (+4.0218), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.7009), BALANCE_COVERAGE_RATIO (+0.5181)","HIST_BIOMETRIC_RATIO × TRANS_AMOUNT_Z_SCORE (+0.3636), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2646), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2166)","TRANS_AMOUNT: 50,600,000.00 -> 41,824,371.34 (-8,775,628.66)",Transfer,Outside_bank,2019-12-25,Wed,10,8,50600000.0,50420,d1c2a448db82b9e2,iOS,235.151.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,Commercial associate,50600000.0,1,50600000.0,1,58600000.0,3,59690000.0,5,61280000.0,11,207759030.0,23,8844481.102,4369996.853994491,363,0.7916666666666666,3,1318.0,LOGIN_FINGER,0.47838616025380176,694.0,0.03889746598194539,-1.441169318574772,1,0.7112214308695028,0.0,0.0,0,0.0
1392589,107,1,0.9999866485595703,"Flagged due to: transaction amount covers 174.3x monthly average balance, and unusual combination of high transaction amount shortly after a security credential update (combined score: 0.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","BALANCE_COVERAGE_RATIO (+2.8399), SEC_AMOUNT_COMBINED (+0.7792), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3627)","TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2412), HOURS_SINCE_SEC_EVENT × SEC_AMOUNT_COMBINED (+0.1872), DAYS_AMOUNT_COMBINED × SEC_AMOUNT_COMBINED (+0.1389)","TRANS_AMOUNT: 20,100,000.00 -> 10,412,751.39 (-9,687,248.61)",Transfer,Outside_bank,2019-08-16,Fri,15,1,20100000.0,518858,b3068da5612a86f5,iOS,115.102.xx.xx (HP),M,2019-08-05,1999-07-24,0,2019-08-06,BRANCH,0,SMART_OTP,Unemployed,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,115295.11000000002,10113000.0,2,10.625,1,0.0,LOGIN,0.0,1.0,0.0,-1.0859987458586398,1,0.7112214308695028,0.0,0.0,0,0.0
959033,135,1,0.7855538129806519,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 59.79), and unusual combination of high transaction amount shortly after a security credential update (combined score: 11.17), and transaction amount covers 17.8x monthly average balance.","DAYS_AMOUNT_COMBINED (+1.8784), SEC_AMOUNT_COMBINED (+0.9321), BALANCE_COVERAGE_RATIO (+0.8109)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.3754), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2495), HOURS_SINCE_SEC_EVENT × SEC_AMOUNT_COMBINED (+0.2000)","TRANS_AMOUNT: 10,000,000.00 -> 2,825,841.90 (-7,174,158.10)",Transfer,Within_bank,2019-12-16,Mon,9,2,10000000.0,832548,0dfb3ad3dc59304e,Android,101.166.xx.xx (HCM),M,2019-07-24,1986-10-20,0,2019-07-25,BRANCH,1,SMART_OTP,Working,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,561351.0333333333,10230000.0,10,39.833333333333336,1,1.0,LOGIN,0.4705881430219327,51.0,0.0,-1.3626830247620028,1,0.7112214308695028,0.0,0.0,0,0.0
970991,143,1,1.0,"Flagged due to: transaction amount covers 318.2x monthly average balance, and transaction amount is 5.9x higher than historical average, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","BALANCE_COVERAGE_RATIO (+2.9507), TRANS_AMOUNT_Z_SCORE (+1.6939), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3369)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3301), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2198), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2055)","TRANS_AMOUNT: 33,000,000.00 -> 20,374,394.42 (-12,625,605.58)",Transfer,Outside_bank,2019-09-11,Wed,12,1,33000000.0,789505,a76aa9fbb10444f9,iOS,5.117.xx.xx (HP),F,2019-09-10,1982-12-24,0,2019-09-10,BRANCH,1,SMART_OTP,Working,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,33000000.0,1,103723.49,5556666.666666667,6,1.5,1,17.0,LOGIN,0.0,3.0,0.0,-1.5102239753915914,1,0.7112214308695028,0.0,0.0,0,0.0
1412401,227,1,0.6442570090293884,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.78), and transaction amount covers 28.9x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.6289), BALANCE_COVERAGE_RATIO (+0.8669), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2690)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.3850), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2721), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1731)","TRANS_AMOUNT: 47,950,000.00 -> 32,676,345.35 (-15,273,654.65)",Transfer,Outside_bank,2019-12-04,Wed,10,1,47950000.0,2944,12302cd47a5982ee,iOS,129.23.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,1661362.5,48425000.0,2,47.875,1,1815.0,LOGIN,0.299999850000075,20.0,0.0,-1.0463935568080418,1,0.7112214308695028,0.0,0.0,0,0.0
1391923,317,1,0.7026116847991943,"Flagged due to: transaction amount covers 78.3x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 51.57), and recent security credential modification (5158.0 hours ago).","BALANCE_COVERAGE_RATIO (+1.5356), DAYS_AMOUNT_COMBINED (+1.3759), HOURS_SINCE_SEC_EVENT (+0.4946)","TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2377), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1819), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.1660)","TRANS_AMOUNT: 2,950,000.00 -> 2,085,894.11 (-864,105.89)",Payment,Credit_card_repayment,2019-11-24,Sun,8,1,2950000.0,NaN,8a0b7ce21d15a325,Android,95.234.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,37697.706666666665,2105881.5714285714,7,30.875,0,5158.0,LOGIN,0.06451610822061025,31.0,0.0,-1.0845402446682986,1,0.7112214308695028,0.0,0.625875,0,0.0
1391922,317,1,0.6328967213630676,"Flagged due to: transaction amount covers 69.0x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 51.36), and recent security credential modification (5911.0 hours ago).","BALANCE_COVERAGE_RATIO (+1.5383), DAYS_AMOUNT_COMBINED (+1.3621), HOURS_SINCE_SEC_EVENT (+0.6249)","TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1991), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1976), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (-0.1662)","TRANS_AMOUNT: 2,600,000.00 -> 2,504,566.96 (-95,433.04)",Payment,Credit_card_repayment,2019-12-25,Wed,17,1,2600000.0,NaN,8a0b7ce21d15a325,Android,10.104.xx.xx (HP),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,37697.706666666665,2105881.5714285714,7,31.375,0,5911.0,LOGIN,0.05263156509695655,38.0,0.0,-1.0845402446682986,1,0.7112214308695028,0.0,0.625875,0,0.0
90144,331,1,0.7151470184326172,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 60.68), and unusual combination of high transaction amount shortly after a security credential update (combined score: 0.00), and improbable sequential activity transition pattern (score: -2.509).","DAYS_AMOUNT_COMBINED (+1.7013), SEC_AMOUNT_COMBINED (+0.8757), ACTIVITY_SEQ_RARITY (+0.7192)","TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2182), HOURS_SINCE_SEC_EVENT × SEC_AMOUNT_COMBINED (+0.1998), DAYS_AMOUNT_COMBINED × SEC_AMOUNT_COMBINED (+0.1671)","TRANS_AMOUNT: 12,000,000.00 -> 10,699,150.09 (-1,300,849.91)",Transfer,Outside_bank,2019-03-06,Wed,9,2,12000000.0,63398,925ef76ab4877be6,iOS,196.198.xx.xx (HCM),M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,Unemployed,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,3490298.725,6480000.0,3,40.375,1,0.0,LOGIN,0.0,0.0,0.0,-2.5092054678419475,1,0.831731947333013,4.770719233631662e-05,0.0,0,0.0
899925,386,1,0.7539021968841553,"Flagged due to: transaction amount is 22.6x higher than historical average, and transaction amount is 13.7x higher than 30-day average transaction size, and sudden 7d spending volume spike relative to 30 days (ratio: 92.1%).","TRANS_AMOUNT_Z_SCORE (+3.5814), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.8960), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.1735)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.3148), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2322), HIST_BIOMETRIC_RATIO × TRANS_AMOUNT_Z_SCORE (-0.2189)","TRANS_AMOUNT: 380,000,000.00 -> 161,942,920.68 (-218,057,079.32)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,456015,3e018f4a5817a5c1,Android,40.87.xx.xx (HCM),F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,Working,380000000.0,1,380000000.0,1,380550000.0,2,380550000.0,2,383615000.0,5,416432414.0,15,114440623.53400001,16809085.8,70,0.6666666666666666,2,1670.0,LOGIN,0.0,41.0,0.061351446143111873,-1.0341287827195147,1,0.7112214308695028,0.0,0.0,0,0.0
1182733,470,1,0.9527018666267395,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.95), and transaction amount covers 13.6x monthly average balance, and sudden 24h spending volume spike relative to 7 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.9817), BALANCE_COVERAGE_RATIO (+0.6574), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2674)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (-0.6202), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1941), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.1515)","TRANS_AMOUNT: 50,000,000.00 -> 12,193,918.23 (-37,806,081.77)",Transfer,Outside_bank,2019-05-08,Wed,14,1,50000000.0,69129,b329404247ca5b68,Android,204.70.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,3666343.766363636,12919000.0,18,67.58333333333333,1,1612.0,LOGIN,0.4891304081994343,184.0,0.0,-0.795191579133574,1,0.7112214308695028,0.0,0.0,0,1.0
1182730,470,1,0.7556762099266052,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.15), and long inactivity period (82.0 days since last transaction), and recent security credential modification (5208.0 hours ago).","DAYS_AMOUNT_COMBINED (+2.6648), DAYS_SINCE_LAST_TRANS (+0.7314), HOURS_SINCE_SEC_EVENT (+0.5340)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.3651), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2769), TRANS_AMOUNT_VS_30D_AVG_RATIO × DAYS_AMOUNT_COMBINED (-0.1344)","TRANS_AMOUNT: 5,000,000.00 -> 1,091,299.06 (-3,908,700.94)",Transfer,Outside_bank,2019-10-05,Sat,10,1,5000000.0,379135,b329404247ca5b68,Android,127.130.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,3666343.766363636,12919000.0,18,81.95833333333333,1,5208.0,LOGIN_FINGER,0.4830339224943329,501.0,0.0,-0.795191579133574,1,0.7112214308695028,0.0,0.0,0,0.0
